year,sport,event,event_gender,noc,country,medal,award_count
1992,Canoe Slalom,C2 canoe double men,Men,USA,United States of America,GOLD,1
1992,Canoe Slalom,K1 kayak single men,Men,FRA,France,SILVER,1
1992,Canoe Slalom,K1 kayak single men,Men,GER,Germany,BRONZE,1
1992,Canoe Slalom,K1 kayak single men,Men,ITA,Italy,GOLD,1
1992,Canoe Slalom,K1 kayak single women,Women,AUS,Australia,SILVER,1
1992,Canoe Slalom,K1 kayak single women,Women,GER,Germany,GOLD,1
1992,Canoe Slalom,K1 kayak single women,Women,USA,United States of America,BRONZE,1
1992,Canoe Sprint,C1 1000m canoe single men,Men,BUL,Bulgaria,GOLD,1
1992,Canoe Sprint,C1 1000m canoe single men,Men,HUN,Hungary,BRONZE,1
1992,Canoe Sprint,C1 1000m canoe single men,Men,LAT,Latvia,SILVER,1
1992,Canoe Sprint,C1 500m canoe single men,Men,BUL,Bulgaria,GOLD,1
1992,Canoe Sprint,C1 500m canoe single men,Men,EUN,Unified Team,SILVER,1
1992,Canoe Sprint,C1 500m canoe single men,Men,GER,Germany,BRONZE,1
1992,Canoe Sprint,C2 1000m canoe double men,Men,DEN,Denmark,SILVER,1
1992,Canoe Sprint,C2 1000m canoe double men,Men,FRA,France,BRONZE,1
1992,Canoe Sprint,C2 1000m canoe double men,Men,GER,Germany,GOLD,1
1992,Canoe Sprint,C2 500m canoe double men,Men,BUL,Bulgaria,BRONZE,1
1992,Canoe Sprint,C2 500m canoe double men,Men,EUN,Unified Team,GOLD,1
1992,Canoe Sprint,C2 500m canoe double men,Men,GER,Germany,SILVER,1
1992,Canoe Sprint,K1 1000m kayak single men,Men,AUS,Australia,GOLD,1
1992,Canoe Sprint,K1 1000m kayak single men,Men,NOR,Norway,SILVER,1
1992,Canoe Sprint,K1 1000m kayak single men,Men,USA,United States of America,BRONZE,1
1992,Canoe Sprint,K1 500m kayak single men,Men,FIN,Finland,GOLD,1
1992,Canoe Sprint,K1 500m kayak single men,Men,HUN,Hungary,SILVER,1
1992,Canoe Sprint,K1 500m kayak single men,Men,NOR,Norway,BRONZE,1
1992,Canoe Sprint,K1 500m kayak single women,Women,GER,Germany,GOLD,1
1992,Canoe Sprint,K1 500m kayak single women,Women,HUN,Hungary,SILVER,1
1992,Canoe Sprint,K1 500m kayak single women,Women,POL,Poland,BRONZE,1
1992,Canoe Sprint,K2 1000m kayak double men,Men,GER,Germany,GOLD,1
1992,Canoe Sprint,K2 1000m kayak double men,Men,POL,Poland,BRONZE,1
1992,Canoe Sprint,K2 1000m kayak double men,Men,SWE,Sweden,SILVER,1
1992,Canoe Sprint,K2 500m kayak double men,Men,GER,Germany,GOLD,1
1992,Canoe Sprint,K2 500m kayak double men,Men,ITA,Italy,BRONZE,1
1992,Canoe Sprint,K2 500m kayak double men,Men,POL,Poland,SILVER,1
1992,Canoe Sprint,K2 500m kayak double women,Women,GER,Germany,GOLD,1
1992,Canoe Sprint,K2 500m kayak double women,Women,HUN,Hungary,BRONZE,1
1992,Canoe Sprint,K2 500m kayak double women,Women,SWE,Sweden,SILVER,1
1992,Canoe Sprint,K4 1000m kayak four men,Men,AUS,Australia,BRONZE,1
1992,Canoe Sprint,K4 1000m kayak four men,Men,GER,Germany,GOLD,1
1992,Canoe Sprint,K4 1000m kayak four men,Men,HUN,Hungary,SILVER,1
1992,Canoe Sprint,K4 500m kayak four women,Women,GER,Germany,SILVER,1
1992,Canoe Sprint,K4 500m kayak four women,Women,HUN,Hungary,GOLD,1
1992,Canoe Sprint,K4 500m kayak four women,Women,SWE,Sweden,BRONZE,1
1992,Cross Country Skiing,10km pursuit men,Men,ITA,Italy,SILVER,1
1992,Cross Country Skiing,10km pursuit men,Men,NOR,Norway,GOLD,1
1992,Cross Country Skiing,10km pursuit men,Men,SWE,Sweden,BRONZE,1
1992,Cross Country Skiing,15km mass start women,Women,EUN,Unified Team,BRONZE,1
1992,Cross Country Skiing,15km mass start women,Women,EUN,Unified Team,GOLD,1
1992,Cross Country Skiing,15km mass start women,Women,FIN,Finland,SILVER,1
1992,Cross Country Skiing,30km mass start men,Men,NOR,Norway,BRONZE,1
1992,Cross Country Skiing,30km mass start men,Men,NOR,Norway,GOLD,1
1992,Cross Country Skiing,30km mass start men,Men,NOR,Norway,SILVER,1
1992,Cross Country Skiing,30km women,Women,EUN,Unified Team,BRONZE,1
1992,Cross Country Skiing,30km women,Women,EUN,Unified Team,SILVER,1
1992,Cross Country Skiing,30km women,Women,ITA,Italy,GOLD,1
1992,Cross Country Skiing,50km men,Men,ITA,Italy,BRONZE,1
1992,Cross Country Skiing,50km men,Men,ITA,Italy,SILVER,1
1992,Cross Country Skiing,50km men,Men,NOR,Norway,GOLD,1
1992,Cross Country Skiing,5km women,Women,EUN,Unified Team,BRONZE,1
1992,Cross Country Skiing,5km women,Women,EUN,Unified Team,SILVER,1
1992,Cross Country Skiing,5km women,Women,FIN,Finland,GOLD,1
1992,Cross Country Skiing,Combined 10km  15km pursuit men,Men,ITA,Italy,BRONZE,1
1992,Cross Country Skiing,Combined 10km  15km pursuit men,Men,NOR,Norway,GOLD,1
1992,Cross Country Skiing,Combined 10km  15km pursuit men,Men,NOR,Norway,SILVER,1
1992,Cross Country Skiing,Combined 5km  10km pursuit women,Women,EUN,Unified Team,BRONZE,1
1992,Cross Country Skiing,Combined 5km  10km pursuit women,Women,EUN,Unified Team,GOLD,1
1992,Cross Country Skiing,Combined 5km  10km pursuit women,Women,ITA,Italy,SILVER,1
1992,Cross Country Skiing,Relay 4x10km men,Men,FIN,Finland,BRONZE,1
1992,Cross Country Skiing,Relay 4x10km men,Men,ITA,Italy,SILVER,1
1992,Cross Country Skiing,Relay 4x10km men,Men,NOR,Norway,GOLD,1
1992,Cross Country Skiing,Relay 4x5km women,Women,EUN,Unified Team,GOLD,1
1992,Cross Country Skiing,Relay 4x5km women,Women,ITA,Italy,BRONZE,1
1992,Cross Country Skiing,Relay 4x5km women,Women,NOR,Norway,SILVER,1
1992,Cycling Road,individual road race men,Men,ITA,Italy,GOLD,1
1992,Cycling Road,individual road race men,Men,LAT,Latvia,BRONZE,1
1992,Cycling Road,individual road race men,Men,NED,Netherlands,SILVER,1
1992,Cycling Road,individual road race women,Women,AUS,Australia,GOLD,1
1992,Cycling Road,individual road race women,Women,FRA,France,SILVER,1
1992,Cycling Road,individual road race women,Women,NED,Netherlands,BRONZE,1
1992,Cycling Road,team time trial men,Men,FRA,France,BRONZE,1
1992,Cycling Road,team time trial men,Men,GER,Germany,GOLD,1
1992,Cycling Road,team time trial men,Men,ITA,Italy,SILVER,1
1992,Cycling Track,1km time trial men,Men,AUS,Australia,SILVER,1
1992,Cycling Track,1km time trial men,Men,ESP,Spain,GOLD,1
1992,Cycling Track,1km time trial men,Men,USA,United States of America,BRONZE,1
1992,Cycling Track,Individual Pursuit men,Men,GBR,Great Britain,GOLD,1
1992,Cycling Track,Individual Pursuit men,Men,GER,Germany,SILVER,1
1992,Cycling Track,Individual Pursuit men,Men,NZL,New Zealand,BRONZE,1
1992,Cycling Track,Points Race men,Men,BEL,Belgium,BRONZE,1
1992,Cycling Track,Points Race men,Men,ITA,Italy,GOLD,1
1992,Cycling Track,Points Race men,Men,NED,Netherlands,SILVER,1
1992,Cycling Track,Sprint individual men,Men,AUS,Australia,SILVER,1
1992,Cycling Track,Sprint individual men,Men,CAN,Canada,BRONZE,1
1992,Cycling Track,Sprint individual men,Men,GER,Germany,GOLD,1
1992,Cycling Track,Team Pursuit 4000m men,Men,AUS,Australia,SILVER,1
1992,Cycling Track,Team Pursuit 4000m men,Men,DEN,Denmark,BRONZE,1
1992,Cycling Track,Team Pursuit 4000m men,Men,GER,Germany,GOLD,1
1992,Cycling Track,individual pursuit women,Women,AUS,Australia,SILVER,1
1992,Cycling Track,individual pursuit women,Women,GER,Germany,GOLD,1
1992,Cycling Track,individual pursuit women,Women,USA,United States of America,BRONZE,1
1992,Cycling Track,sprint women,Women,EST,Estonia,GOLD,1
1992,Cycling Track,sprint women,Women,GER,Germany,SILVER,1
1992,Cycling Track,sprint women,Women,NED,Netherlands,BRONZE,1
1992,Diving,10m platform men,Men,CHN,People's Republic of China,BRONZE,1
1992,Diving,10m platform men,Men,CHN,People's Republic of China,GOLD,1
1992,Diving,10m platform men,Men,USA,United States of America,SILVER,1
1992,Diving,10m platform women,Women,CHN,People's Republic of China,GOLD,1
1992,Diving,10m platform women,Women,EUN,Unified Team,SILVER,1
1992,Diving,10m platform women,Women,USA,United States of America,BRONZE,1
1992,Diving,3m springboard men,Men,CHN,People's Republic of China,SILVER,1
1992,Diving,3m springboard men,Men,EUN,Unified Team,BRONZE,1
1992,Diving,3m springboard men,Men,USA,United States of America,GOLD,1
1992,Diving,3m springboard women,Women,CHN,People's Republic of China,GOLD,1
1992,Diving,3m springboard women,Women,EUN,Unified Team,SILVER,1
1992,Diving,3m springboard women,Women,GER,Germany,BRONZE,1
1992,Equestrian Dressage,individual mixed,Open,GER,Germany,BRONZE,1
1992,Equestrian Dressage,individual mixed,Open,GER,Germany,GOLD,1
1992,Equestrian Dressage,individual mixed,Open,GER,Germany,SILVER,1
1992,Equestrian Dressage,team mixed,Open,GER,Germany,GOLD,1
1992,Equestrian Dressage,team mixed,Open,NED,Netherlands,SILVER,1
1992,Equestrian Dressage,team mixed,Open,USA,United States of America,BRONZE,1
1992,Equestrian Eventing,individual mixed,Open,AUS,Australia,GOLD,1
1992,Equestrian Eventing,individual mixed,Open,GER,Germany,SILVER,1
1992,Equestrian Eventing,individual mixed,Open,NZL,New Zealand,BRONZE,1
1992,Equestrian Eventing,team mixed,Open,AUS,Australia,GOLD,1
1992,Equestrian Eventing,team mixed,Open,GER,Germany,BRONZE,1
1992,Equestrian Eventing,team mixed,Open,NZL,New Zealand,SILVER,1
1992,Equestrian Jumping,individual mixed,Open,GER,Germany,GOLD,1
1992,Equestrian Jumping,individual mixed,Open,NED,Netherlands,SILVER,1
1992,Equestrian Jumping,individual mixed,Open,USA,United States of America,BRONZE,1
1992,Equestrian Jumping,team mixed,Open,AUT,Austria,SILVER,1
1992,Equestrian Jumping,team mixed,Open,FRA,France,BRONZE,1
1992,Equestrian Jumping,team mixed,Open,NED,Netherlands,GOLD,1
1992,Fencing,foil individual men,Men,CUB,Cuba,BRONZE,1
1992,Fencing,foil individual men,Men,EUN,Unified Team,SILVER,1
1992,Fencing,foil individual men,Men,FRA,France,GOLD,1
1992,Fencing,foil individual women,Women,CHN,People's Republic of China,SILVER,1
1992,Fencing,foil individual women,Women,EUN,Unified Team,BRONZE,1
1992,Fencing,foil individual women,Women,ITA,Italy,GOLD,1
1992,Fencing,foil team men,Men,CUB,Cuba,SILVER,1
1992,Fencing,foil team men,Men,GER,Germany,GOLD,1
1992,Fencing,foil team men,Men,POL,Poland,BRONZE,1
1992,Fencing,foil team women,Women,GER,Germany,SILVER,1
1992,Fencing,foil team women,Women,ITA,Italy,GOLD,1
1992,Fencing,foil team women,Women,ROU,Romania,BRONZE,1
1992,Fencing,sabre individual men,Men,FRA,France,BRONZE,1
1992,Fencing,sabre individual men,Men,HUN,Hungary,GOLD,1
1992,Fencing,sabre individual men,Men,ITA,Italy,SILVER,1
1992,Fencing,sabre team men,Men,EUN,Unified Team,GOLD,1
1992,Fencing,sabre team men,Men,FRA,France,BRONZE,1
1992,Fencing,sabre team men,Men,HUN,Hungary,SILVER,1
1992,Fencing,épée individual men,Men,EUN,Unified Team,SILVER,1
1992,Fencing,épée individual men,Men,FRA,France,BRONZE,1
1992,Fencing,épée individual men,Men,FRA,France,GOLD,1
1992,Fencing,épée team men,Men,EUN,Unified Team,BRONZE,1
1992,Fencing,épée team men,Men,GER,Germany,GOLD,1
1992,Fencing,épée team men,Men,HUN,Hungary,SILVER,1
1992,Figure skating,Ice dancing mixed,Mixed,EUN,Unified Team,BRONZE,1
1992,Figure skating,Ice dancing mixed,Mixed,EUN,Unified Team,GOLD,1
1992,Figure skating,Ice dancing mixed,Mixed,FRA,France,SILVER,1
1992,Figure skating,Individual men,Men,EUN,Unified Team,GOLD,1
1992,Figure skating,Individual men,Men,TCH,Czechoslovakia,BRONZE,1
1992,Figure skating,Individual men,Men,USA,United States of America,SILVER,1
1992,Figure skating,Individual women,Women,JPN,Japan,SILVER,1
1992,Figure skating,Individual women,Women,USA,United States of America,BRONZE,1
1992,Figure skating,Individual women,Women,USA,United States of America,GOLD,1
1992,Figure skating,Pairs mixed,Mixed,CAN,Canada,BRONZE,1
1992,Figure skating,Pairs mixed,Mixed,EUN,Unified Team,GOLD,1
1992,Figure skating,Pairs mixed,Mixed,EUN,Unified Team,SILVER,1
1992,Football,football men,Men,ESP,Spain,GOLD,1
1992,Football,football men,Men,GHA,Ghana,BRONZE,1
1992,Football,football men,Men,POL,Poland,SILVER,1
1992,Freestyle Skiing,Moguls men,Men,FRA,France,GOLD,1
1992,Freestyle Skiing,Moguls men,Men,FRA,France,SILVER,1
1992,Freestyle Skiing,Moguls men,Men,USA,United States of America,BRONZE,1
1992,Freestyle Skiing,Moguls women,Women,EUN,Unified Team,SILVER,1
1992,Freestyle Skiing,Moguls women,Women,NOR,Norway,BRONZE,1
1992,Freestyle Skiing,Moguls women,Women,USA,United States of America,GOLD,1
1992,Gymnastics Artistic,balance beam women,Women,CHN,People's Republic of China,SILVER,1
1992,Gymnastics Artistic,balance beam women,Women,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,balance beam women,Women,USA,United States of America,SILVER,1
1992,Gymnastics Artistic,floor exercises men,Men,CHN,People's Republic of China,GOLD,1
1992,Gymnastics Artistic,floor exercises men,Men,EUN,Unified Team,SILVER,1
1992,Gymnastics Artistic,floor exercises men,Men,JPN,Japan,SILVER,1
1992,Gymnastics Artistic,floor exercises women,Women,EUN,Unified Team,BRONZE,1
1992,Gymnastics Artistic,floor exercises women,Women,HUN,Hungary,SILVER,1
1992,Gymnastics Artistic,floor exercises women,Women,ROU,Romania,BRONZE,1
1992,Gymnastics Artistic,floor exercises women,Women,ROU,Romania,GOLD,1
1992,Gymnastics Artistic,floor exercises women,Women,USA,United States of America,BRONZE,1
1992,Gymnastics Artistic,horizontal bar men,Men,EUN,Unified Team,SILVER,1
1992,Gymnastics Artistic,horizontal bar men,Men,GER,Germany,SILVER,1
1992,Gymnastics Artistic,horizontal bar men,Men,USA,United States of America,GOLD,1
1992,Gymnastics Artistic,individual all-round men,Men,EUN,Unified Team,BRONZE,1
1992,Gymnastics Artistic,individual all-round men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,individual all-round men,Men,EUN,Unified Team,SILVER,1
1992,Gymnastics Artistic,individual all-round women,Women,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,individual all-round women,Women,ROU,Romania,BRONZE,1
1992,Gymnastics Artistic,individual all-round women,Women,USA,United States of America,SILVER,1
1992,Gymnastics Artistic,parallel bars men,Men,CHN,People's Republic of China,BRONZE,1
1992,Gymnastics Artistic,parallel bars men,Men,CHN,People's Republic of China,SILVER,1
1992,Gymnastics Artistic,parallel bars men,Men,EUN,Unified Team,BRONZE,1
1992,Gymnastics Artistic,parallel bars men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,parallel bars men,Men,JPN,Japan,BRONZE,1
1992,Gymnastics Artistic,pommel horse men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,pommel horse men,Men,GER,Germany,BRONZE,1
1992,Gymnastics Artistic,pommel horse men,Men,PRK,Democratic People's Republic of Korea,GOLD,1
1992,Gymnastics Artistic,rings men,Men,CHN,People's Republic of China,BRONZE,1
1992,Gymnastics Artistic,rings men,Men,CHN,People's Republic of China,SILVER,1
1992,Gymnastics Artistic,rings men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,rings men,Men,GER,Germany,BRONZE,1
1992,Gymnastics Artistic,team competition men,Men,CHN,People's Republic of China,SILVER,1
1992,Gymnastics Artistic,team competition men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,team competition men,Men,JPN,Japan,BRONZE,1
1992,Gymnastics Artistic,team competition women,Women,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,team competition women,Women,ROU,Romania,SILVER,1
1992,Gymnastics Artistic,team competition women,Women,USA,United States of America,BRONZE,1
1992,Gymnastics Artistic,uneven bars women,Women,CHN,People's Republic of China,GOLD,1
1992,Gymnastics Artistic,uneven bars women,Women,EUN,Unified Team,SILVER,1
1992,Gymnastics Artistic,uneven bars women,Women,USA,United States of America,BRONZE,1
1992,Gymnastics Artistic,vault men,Men,EUN,Unified Team,GOLD,1
1992,Gymnastics Artistic,vault men,Men,EUN,Unified Team,SILVER,1
1992,Gymnastics Artistic,vault men,Men,KOR,Republic of Korea,BRONZE,1
1992,Gymnastics Artistic,vault women,Women,EUN,Unified Team,BRONZE,1
1992,Gymnastics Artistic,vault women,Women,HUN,Hungary,GOLD,1
1992,Gymnastics Artistic,vault women,Women,ROU,Romania,GOLD,1
1992,Gymnastics Rhythmic,individual all-round women,Women,ESP,Spain,SILVER,1
1992,Gymnastics Rhythmic,individual all-round women,Women,EUN,Unified Team,BRONZE,1
1992,Gymnastics Rhythmic,individual all-round women,Women,EUN,Unified Team,GOLD,1
1992,Handball,handball men,Men,EUN,Unified Team,GOLD,1
1992,Handball,handball men,Men,FRA,France,BRONZE,1
1992,Handball,handball men,Men,SWE,Sweden,SILVER,1
1992,Handball,handball women,Women,EUN,Unified Team,BRONZE,1
1992,Handball,handball women,Women,KOR,Republic of Korea,GOLD,1
1992,Handball,handball women,Women,NOR,Norway,SILVER,1
1992,Hockey,hockey men,Men,AUS,Australia,SILVER,1
1992,Hockey,hockey men,Men,GER,Germany,GOLD,1
1992,Hockey,hockey men,Men,PAK,Pakistan,BRONZE,1
1992,Hockey,hockey women,Women,ESP,Spain,GOLD,1
1992,Hockey,hockey women,Women,GBR,Great Britain,BRONZE,1
1992,Hockey,hockey women,Women,GER,Germany,SILVER,1
1992,Ice Hockey,ice hockey men,Men,CAN,Canada,SILVER,1
1992,Ice Hockey,ice hockey men,Men,EUN,Unified Team,GOLD,1
1992,Ice Hockey,ice hockey men,Men,TCH,Czechoslovakia,BRONZE,1
1992,Judo,+ 95kg (heavyweight) men,Men,EUN,Unified Team,GOLD,1
1992,Judo,+ 95kg (heavyweight) men,Men,FRA,France,BRONZE,1
1992,Judo,+ 95kg (heavyweight) men,Men,HUN,Hungary,BRONZE,1
1992,Judo,+ 95kg (heavyweight) men,Men,JPN,Japan,SILVER,1
1992,Judo,- 60 kg men,Men,EUN,Unified Team,GOLD,1
1992,Judo,- 60 kg men,Men,GER,Germany,BRONZE,1
1992,Judo,- 60 kg men,Men,JPN,Japan,BRONZE,1
1992,Judo,- 60 kg men,Men,KOR,Republic of Korea,SILVER,1
1992,Judo,48  52kg halflightweight women,Women,CHN,People's Republic of China,BRONZE,1
1992,Judo,48  52kg halflightweight women,Women,ESP,Spain,GOLD,1
1992,Judo,48  52kg halflightweight women,Women,GBR,Great Britain,BRONZE,1
1992,Judo,48  52kg halflightweight women,Women,JPN,Japan,SILVER,1
1992,Judo,48kg extralightweight women,Women,CUB,Cuba,BRONZE,1
1992,Judo,48kg extralightweight women,Women,FRA,France,GOLD,1
1992,Judo,48kg extralightweight women,Women,JPN,Japan,SILVER,1
1992,Judo,48kg extralightweight women,Women,TUR,Turkey,BRONZE,1
1992,Judo,52  56kg lightweight women,Women,CUB,Cuba,BRONZE,1
1992,Judo,52  56kg lightweight women,Women,ESP,Spain,GOLD,1
1992,Judo,52  56kg lightweight women,Women,GBR,Great Britain,SILVER,1
1992,Judo,52  56kg lightweight women,Women,JPN,Japan,BRONZE,1
1992,Judo,56  61kg halfmiddleweight women,Women,CHN,People's Republic of China,BRONZE,1
1992,Judo,56  61kg halfmiddleweight women,Women,EUN,Unified Team,BRONZE,1
1992,Judo,56  61kg halfmiddleweight women,Women,FRA,France,GOLD,1
1992,Judo,56  61kg halfmiddleweight women,Women,ISR,Israel,SILVER,1
1992,Judo,60 - 65kg (half-lightweight) men,Men,BRA,Brazil,GOLD,1
1992,Judo,60 - 65kg (half-lightweight) men,Men,CUB,Cuba,BRONZE,1
1992,Judo,60 - 65kg (half-lightweight) men,Men,GER,Germany,BRONZE,1
1992,Judo,60 - 65kg (half-lightweight) men,Men,HUN,Hungary,SILVER,1
1992,Judo,61  66kg middleweight women,Women,BEL,Belgium,BRONZE,1
1992,Judo,61  66kg middleweight women,Women,CUB,Cuba,GOLD,1
1992,Judo,61  66kg middleweight women,Women,GBR,Great Britain,BRONZE,1
1992,Judo,61  66kg middleweight women,Women,ITA,Italy,SILVER,1
1992,Judo,65 - 71kg (lightweight) men,Men,HUN,Hungary,SILVER,1
1992,Judo,65 - 71kg (lightweight) men,Men,ISR,Israel,BRONZE,1
1992,Judo,65 - 71kg (lightweight) men,Men,JPN,Japan,GOLD,1
1992,Judo,65 - 71kg (lightweight) men,Men,KOR,Republic of Korea,BRONZE,1
1992,Judo,66  72kg halfheavyweight women,Women,FRA,France,BRONZE,1
1992,Judo,66  72kg halfheavyweight women,Women,JPN,Japan,SILVER,1
1992,Judo,66  72kg halfheavyweight women,Women,KOR,Republic of Korea,GOLD,1
1992,Judo,66  72kg halfheavyweight women,Women,NED,Netherlands,BRONZE,1
1992,Judo,71 - 78kg (half-middleweight) men,Men,FRA,France,BRONZE,1
1992,Judo,71 - 78kg (half-middleweight) men,Men,JPN,Japan,GOLD,1
1992,Judo,71 - 78kg (half-middleweight) men,Men,KOR,Republic of Korea,BRONZE,1
1992,Judo,71 - 78kg (half-middleweight) men,Men,USA,United States of America,SILVER,1
1992,Judo,72kg heavyweight women,Women,CHN,People's Republic of China,GOLD,1
1992,Judo,72kg heavyweight women,Women,CUB,Cuba,SILVER,1
1992,Judo,72kg heavyweight women,Women,FRA,France,BRONZE,1
1992,Judo,72kg heavyweight women,Women,JPN,Japan,BRONZE,1
1992,Judo,78  86kg middleweight men,Men,CAN,Canada,BRONZE,1
1992,Judo,78  86kg middleweight men,Men,FRA,France,SILVER,1
1992,Judo,78  86kg middleweight men,Men,JPN,Japan,BRONZE,1
1992,Judo,78  86kg middleweight men,Men,POL,Poland,GOLD,1
1992,Judo,86  95kg halfheavyweight men,Men,EUN,Unified Team,BRONZE,1
1992,Judo,86  95kg halfheavyweight men,Men,GBR,Great Britain,SILVER,1
1992,Judo,86  95kg halfheavyweight men,Men,HUN,Hungary,GOLD,1
1992,Judo,86  95kg halfheavyweight men,Men,NED,Netherlands,BRONZE,1
1992,Luge,Doubles mixed,Open,GER,Germany,GOLD,1
1992,Luge,Doubles mixed,Open,GER,Germany,SILVER,1
1992,Luge,Doubles mixed,Open,ITA,Italy,BRONZE,1
1992,Luge,Singles men,Men,AUT,Austria,BRONZE,1
1992,Luge,Singles men,Men,AUT,Austria,SILVER,1
1992,Luge,Singles men,Men,GER,Germany,GOLD,1
1992,Luge,Singles women,Women,AUT,Austria,GOLD,1
1992,Luge,Singles women,Women,AUT,Austria,SILVER,1
1992,Luge,Singles women,Women,GER,Germany,BRONZE,1
1992,Modern Pentathlon,Individual competition men,Men,EUN,Unified Team,BRONZE,1
1992,Modern Pentathlon,Individual competition men,Men,HUN,Hungary,SILVER,1
1992,Modern Pentathlon,Individual competition men,Men,POL,Poland,GOLD,1
1992,Modern Pentathlon,team competition men,Men,EUN,Unified Team,SILVER,1
1992,Modern Pentathlon,team competition men,Men,ITA,Italy,BRONZE,1
1992,Modern Pentathlon,team competition men,Men,POL,Poland,GOLD,1
1992,Nordic Combined,Individual men,Men,AUT,Austria,BRONZE,1
1992,Nordic Combined,Individual men,Men,FRA,France,GOLD,1
1992,Nordic Combined,Individual men,Men,FRA,France,SILVER,1
1992,Nordic Combined,Team men,Men,AUT,Austria,BRONZE,1
1992,Nordic Combined,Team men,Men,JPN,Japan,GOLD,1
1992,Nordic Combined,Team men,Men,NOR,Norway,SILVER,1
1992,Rowing,Quadruple Sculls Men,Men,GER,Germany,GOLD,1
1992,Rowing,Quadruple Sculls Men,Men,ITA,Italy,BRONZE,1
1992,Rowing,Quadruple Sculls Men,Men,NOR,Norway,SILVER,1
1992,Rowing,coxless four 4 women,Women,CAN,Canada,GOLD,1
1992,Rowing,coxless four 4 women,Women,GER,Germany,BRONZE,1
1992,Rowing,coxless four 4 women,Women,USA,United States of America,SILVER,1
1992,Rowing,double sculls 2x men,Men,AUS,Australia,GOLD,1
1992,Rowing,double sculls 2x men,Men,AUT,Austria,SILVER,1
1992,Rowing,double sculls 2x men,Men,NED,Netherlands,BRONZE,1
1992,Rowing,double sculls 2x women,Women,CHN,People's Republic of China,BRONZE,1
1992,Rowing,double sculls 2x women,Women,GER,Germany,GOLD,1
1992,Rowing,double sculls 2x women,Women,ROU,Romania,SILVER,1
1992,Rowing,eight with coxswain 8 men,Men,CAN,Canada,GOLD,1
1992,Rowing,eight with coxswain 8 men,Men,GER,Germany,BRONZE,1
1992,Rowing,eight with coxswain 8 men,Men,ROU,Romania,SILVER,1
1992,Rowing,eight with coxswain 8 women,Women,CAN,Canada,GOLD,1
1992,Rowing,eight with coxswain 8 women,Women,GER,Germany,BRONZE,1
1992,Rowing,eight with coxswain 8 women,Women,ROU,Romania,SILVER,1
1992,Rowing,four without coxswain 4 men,Men,AUS,Australia,GOLD,1
1992,Rowing,four without coxswain 4 men,Men,SLO,Slovenia,BRONZE,1
1992,Rowing,four without coxswain 4 men,Men,USA,United States of America,SILVER,1
1992,Rowing,four-oared shell with coxswain men,Men,GER,Germany,SILVER,1
1992,Rowing,four-oared shell with coxswain men,Men,POL,Poland,BRONZE,1
1992,Rowing,four-oared shell with coxswain men,Men,ROU,Romania,GOLD,1
1992,Rowing,pair without coxswain 2 men,Men,GBR,Great Britain,GOLD,1
1992,Rowing,pair without coxswain 2 men,Men,GER,Germany,SILVER,1
1992,Rowing,pair without coxswain 2 men,Men,SLO,Slovenia,BRONZE,1
1992,Rowing,pair without coxswain 2 women,Women,CAN,Canada,GOLD,1
1992,Rowing,pair without coxswain 2 women,Women,GER,Germany,SILVER,1
1992,Rowing,pair without coxswain 2 women,Women,USA,United States of America,BRONZE,1
1992,Rowing,pair-oared shell with coxswain men,Men,GBR,Great Britain,GOLD,1
1992,Rowing,pair-oared shell with coxswain men,Men,ITA,Italy,SILVER,1
1992,Rowing,pair-oared shell with coxswain men,Men,ROU,Romania,BRONZE,1
1992,Rowing,quadruple sculls without coxsw women,Women,EUN,Unified Team,BRONZE,1
1992,Rowing,quadruple sculls without coxsw women,Women,GER,Germany,GOLD,1
1992,Rowing,quadruple sculls without coxsw women,Women,ROU,Romania,SILVER,1
1992,Rowing,single sculls 1x men,Men,GER,Germany,GOLD,1
1992,Rowing,single sculls 1x men,Men,POL,Poland,BRONZE,1
1992,Rowing,single sculls 1x men,Men,TCH,Czechoslovakia,SILVER,1
1992,Rowing,single sculls 1x women,Women,BEL,Belgium,SILVER,1
1992,Rowing,single sculls 1x women,Women,CAN,Canada,BRONZE,1
1992,Rowing,single sculls 1x women,Women,ROU,Romania,GOLD,1
1992,Sailing,470 - Two Person Dinghy men,Men,ESP,Spain,GOLD,1
1992,Sailing,470 - Two Person Dinghy men,Men,EST,Estonia,BRONZE,1
1992,Sailing,470 - Two Person Dinghy men,Men,USA,United States of America,SILVER,1
1992,Sailing,470 - Two Person Dinghy women,Women,ESP,Spain,GOLD,1
1992,Sailing,470 - Two Person Dinghy women,Women,NZL,New Zealand,SILVER,1
1992,Sailing,470 - Two Person Dinghy women,Women,USA,United States of America,BRONZE,1
1992,Sailing,Finn - One Person Dinghy (Heavyweight) men,Men,ESP,Spain,GOLD,1
