year,sport,event,event_gender,noc,country,medal,award_count
1992,Sailing,Finn - One Person Dinghy (Heavyweight) men,Men,NZL,New Zealand,BRONZE,1
1992,Sailing,Finn - One Person Dinghy (Heavyweight) men,Men,USA,United States of America,SILVER,1
1992,Sailing,Lechner - Windsurfer men,Men,AUS,Australia,BRONZE,1
1992,Sailing,Lechner - Windsurfer men,Men,FRA,France,GOLD,1
1992,Sailing,Lechner - Windsurfer men,Men,USA,United States of America,SILVER,1
1992,Sailing,Tornado - Multihull mixed,Open,AUS,Australia,BRONZE,1
1992,Sailing,Tornado - Multihull mixed,Open,FRA,France,GOLD,1
1992,Sailing,Tornado - Multihull mixed,Open,USA,United States of America,SILVER,1
1992,Sailing,board lechner women,Women,CHN,People's Republic of China,SILVER,1
1992,Sailing,board lechner women,Women,NED,Netherlands,BRONZE,1
1992,Sailing,board lechner women,Women,NZL,New Zealand,GOLD,1
1992,Sailing,fleetmatch race keelboat open Soling mixed,Open,DEN,Denmark,GOLD,1
1992,Sailing,fleetmatch race keelboat open Soling mixed,Open,GBR,Great Britain,BRONZE,1
1992,Sailing,fleetmatch race keelboat open Soling mixed,Open,USA,United States of America,SILVER,1
1992,Sailing,flying dutchman mixed,Open,DEN,Denmark,BRONZE,1
1992,Sailing,flying dutchman mixed,Open,ESP,Spain,GOLD,1
1992,Sailing,flying dutchman mixed,Open,USA,United States of America,SILVER,1
1992,Sailing,singlehanded dinghy Europe women,Women,ESP,Spain,SILVER,1
1992,Sailing,singlehanded dinghy Europe women,Women,NOR,Norway,GOLD,1
1992,Sailing,singlehanded dinghy Europe women,Women,USA,United States of America,BRONZE,1
1992,Sailing,twoperson keelboat open Star mixed,Open,CAN,Canada,BRONZE,1
1992,Sailing,twoperson keelboat open Star mixed,Open,NZL,New Zealand,SILVER,1
1992,Sailing,twoperson keelboat open Star mixed,Open,USA,United States of America,GOLD,1
1992,Shooting,10m air pistol 40 shots women,Women,BUL,Bulgaria,BRONZE,1
1992,Shooting,10m air pistol 40 shots women,Women,EUN,Unified Team,GOLD,1
1992,Shooting,10m air pistol 40 shots women,Women,IOA,Independent Olympic Athletes,SILVER,1
1992,Shooting,10m air pistol 60 shots men,Men,CHN,People's Republic of China,GOLD,1
1992,Shooting,10m air pistol 60 shots men,Men,EUN,Unified Team,SILVER,1
1992,Shooting,10m air pistol 60 shots men,Men,ROU,Romania,BRONZE,1
1992,Shooting,10m air rifle 40 shots women,Women,BUL,Bulgaria,SILVER,1
1992,Shooting,10m air rifle 40 shots women,Women,IOA,Independent Olympic Athletes,BRONZE,1
1992,Shooting,10m air rifle 40 shots women,Women,KOR,Republic of Korea,GOLD,1
1992,Shooting,10m air rifle 60 shots men,Men,EUN,Unified Team,GOLD,1
1992,Shooting,10m air rifle 60 shots men,Men,FRA,France,SILVER,1
1992,Shooting,10m air rifle 60 shots men,Men,GER,Germany,BRONZE,1
1992,Shooting,25m pistol 3030 shots women,Women,CHN,People's Republic of China,SILVER,1
1992,Shooting,25m pistol 3030 shots women,Women,EUN,Unified Team,GOLD,1
1992,Shooting,25m pistol 3030 shots women,Women,MGL,Mongolia,BRONZE,1
1992,Shooting,25m rapid fire pistol 60 shots men,Men,EUN,Unified Team,BRONZE,1
1992,Shooting,25m rapid fire pistol 60 shots men,Men,GER,Germany,GOLD,1
1992,Shooting,25m rapid fire pistol 60 shots men,Men,LAT,Latvia,SILVER,1
1992,Shooting,50m pistol 60 shots men,Men,CHN,People's Republic of China,SILVER,1
1992,Shooting,50m pistol 60 shots men,Men,EUN,Unified Team,GOLD,1
1992,Shooting,50m pistol 60 shots men,Men,SWE,Sweden,BRONZE,1
1992,Shooting,50m rifle 3 positions 3x20 shots women,Women,BUL,Bulgaria,SILVER,1
1992,Shooting,50m rifle 3 positions 3x20 shots women,Women,POL,Poland,BRONZE,1
1992,Shooting,50m rifle 3 positions 3x20 shots women,Women,USA,United States of America,GOLD,1
1992,Shooting,50m rifle 3 positions 3x40 shots men,Men,EUN,Unified Team,GOLD,1
1992,Shooting,50m rifle 3 positions 3x40 shots men,Men,JPN,Japan,BRONZE,1
1992,Shooting,50m rifle 3 positions 3x40 shots men,Men,USA,United States of America,SILVER,1
1992,Shooting,50m rifle prone 60 shots men,Men,IOA,Independent Olympic Athletes,BRONZE,1
1992,Shooting,50m rifle prone 60 shots men,Men,KOR,Republic of Korea,GOLD,1
1992,Shooting,50m rifle prone 60 shots men,Men,NOR,Norway,SILVER,1
1992,Shooting,50m running target 3030 shot men,Men,EUN,Unified Team,SILVER,1
1992,Shooting,50m running target 3030 shot men,Men,GER,Germany,GOLD,1
1992,Shooting,50m running target 3030 shot men,Men,TCH,Czechoslovakia,BRONZE,1
1992,Shooting,skeet (125 targets) mixed,Open,CHN,People's Republic of China,GOLD,1
1992,Shooting,skeet (125 targets) mixed,Open,ITA,Italy,BRONZE,1
1992,Shooting,skeet (125 targets) mixed,Open,PER,Peru,SILVER,1
1992,Shooting,trap (125 targets) mixed,Open,ITA,Italy,BRONZE,1
1992,Shooting,trap (125 targets) mixed,Open,JPN,Japan,SILVER,1
1992,Shooting,trap (125 targets) mixed,Open,TCH,Czechoslovakia,GOLD,1
1992,Short Track Speed Skating,1000m men,Men,CAN,Canada,SILVER,1
1992,Short Track Speed Skating,1000m men,Men,KOR,Republic of Korea,BRONZE,1
1992,Short Track Speed Skating,1000m men,Men,KOR,Republic of Korea,GOLD,1
1992,Short Track Speed Skating,3000m relay women,Women,CAN,Canada,GOLD,1
1992,Short Track Speed Skating,3000m relay women,Women,EUN,Unified Team,BRONZE,1
1992,Short Track Speed Skating,3000m relay women,Women,USA,United States of America,SILVER,1
1992,Short Track Speed Skating,5000m relay men,Men,CAN,Canada,SILVER,1
1992,Short Track Speed Skating,5000m relay men,Men,JPN,Japan,BRONZE,1
1992,Short Track Speed Skating,5000m relay men,Men,KOR,Republic of Korea,GOLD,1
1992,Short Track Speed Skating,500m women,Women,CHN,People's Republic of China,SILVER,1
1992,Short Track Speed Skating,500m women,Women,PRK,Democratic People's Republic of Korea,BRONZE,1
1992,Short Track Speed Skating,500m women,Women,USA,United States of America,GOLD,1
1992,Ski Jumping,Large Hill Individual men,Men,AUT,Austria,BRONZE,1
1992,Ski Jumping,Large Hill Individual men,Men,AUT,Austria,SILVER,1
1992,Ski Jumping,Large Hill Individual men,Men,FIN,Finland,GOLD,1
1992,Ski Jumping,Normal Hill Individual men,Men,AUT,Austria,GOLD,1
1992,Ski Jumping,Normal Hill Individual men,Men,AUT,Austria,SILVER,1
1992,Ski Jumping,Normal Hill Individual men,Men,FIN,Finland,BRONZE,1
1992,Ski Jumping,Teams men,Men,AUT,Austria,SILVER,1
1992,Ski Jumping,Teams men,Men,FIN,Finland,GOLD,1
1992,Ski Jumping,Teams men,Men,TCH,Czechoslovakia,BRONZE,1
1992,Speed skating,10000m men,Men,NED,Netherlands,GOLD,1
1992,Speed skating,10000m men,Men,NOR,Norway,BRONZE,1
1992,Speed skating,10000m men,Men,NOR,Norway,SILVER,1
1992,Speed skating,1000m men,Men,GER,Germany,GOLD,1
1992,Speed skating,1000m men,Men,JPN,Japan,BRONZE,1
1992,Speed skating,1000m men,Men,KOR,Republic of Korea,SILVER,1
1992,Speed skating,1000m women,Women,CHN,People's Republic of China,SILVER,1
1992,Speed skating,1000m women,Women,GER,Germany,BRONZE,1
1992,Speed skating,1000m women,Women,USA,United States of America,GOLD,1
1992,Speed skating,1500m men,Men,NED,Netherlands,BRONZE,1
1992,Speed skating,1500m men,Men,NOR,Norway,GOLD,1
1992,Speed skating,1500m men,Men,NOR,Norway,SILVER,1
1992,Speed skating,1500m women,Women,GER,Germany,GOLD,1
1992,Speed skating,1500m women,Women,GER,Germany,SILVER,1
1992,Speed skating,1500m women,Women,JPN,Japan,BRONZE,1
1992,Speed skating,3000m women,Women,AUT,Austria,BRONZE,1
1992,Speed skating,3000m women,Women,GER,Germany,GOLD,1
1992,Speed skating,3000m women,Women,GER,Germany,SILVER,1
1992,Speed skating,5000m men,Men,NED,Netherlands,BRONZE,1
1992,Speed skating,5000m men,Men,NED,Netherlands,SILVER,1
1992,Speed skating,5000m men,Men,NOR,Norway,GOLD,1
1992,Speed skating,5000m women,Women,GER,Germany,BRONZE,1
1992,Speed skating,5000m women,Women,GER,Germany,GOLD,1
1992,Speed skating,5000m women,Women,GER,Germany,SILVER,1
1992,Speed skating,500m men,Men,GER,Germany,GOLD,1
1992,Speed skating,500m men,Men,JPN,Japan,BRONZE,1
1992,Speed skating,500m men,Men,JPN,Japan,SILVER,1
1992,Speed skating,500m women,Women,CHN,People's Republic of China,SILVER,1
1992,Speed skating,500m women,Women,GER,Germany,BRONZE,1
1992,Speed skating,500m women,Women,USA,United States of America,GOLD,1
1992,Swimming,100m backstroke men,Men,CAN,Canada,GOLD,1
1992,Swimming,100m backstroke men,Men,USA,United States of America,BRONZE,1
1992,Swimming,100m backstroke men,Men,USA,United States of America,SILVER,1
1992,Swimming,100m backstroke women,Women,HUN,Hungary,GOLD,1
1992,Swimming,100m backstroke women,Women,HUN,Hungary,SILVER,1
1992,Swimming,100m backstroke women,Women,USA,United States of America,BRONZE,1
1992,Swimming,100m breaststroke men,Men,AUS,Australia,BRONZE,1
1992,Swimming,100m breaststroke men,Men,HUN,Hungary,SILVER,1
1992,Swimming,100m breaststroke men,Men,USA,United States of America,GOLD,1
1992,Swimming,100m breaststroke women,Women,AUS,Australia,BRONZE,1
1992,Swimming,100m breaststroke women,Women,EUN,Unified Team,GOLD,1
1992,Swimming,100m breaststroke women,Women,USA,United States of America,SILVER,1
1992,Swimming,100m butterfly men,Men,POL,Poland,SILVER,1
1992,Swimming,100m butterfly men,Men,SUR,Suriname,BRONZE,1
1992,Swimming,100m butterfly men,Men,USA,United States of America,GOLD,1
1992,Swimming,100m butterfly women,Women,CHN,People's Republic of China,GOLD,1
1992,Swimming,100m butterfly women,Women,FRA,France,BRONZE,1
1992,Swimming,100m butterfly women,Women,USA,United States of America,SILVER,1
1992,Swimming,100m freestyle men,Men,BRA,Brazil,SILVER,1
1992,Swimming,100m freestyle men,Men,EUN,Unified Team,GOLD,1
1992,Swimming,100m freestyle men,Men,FRA,France,BRONZE,1
1992,Swimming,100m freestyle women,Women,CHN,People's Republic of China,GOLD,1
1992,Swimming,100m freestyle women,Women,GER,Germany,BRONZE,1
1992,Swimming,100m freestyle women,Women,USA,United States of America,SILVER,1
1992,Swimming,1500m freestyle men,Men,AUS,Australia,GOLD,1
1992,Swimming,1500m freestyle men,Men,AUS,Australia,SILVER,1
1992,Swimming,1500m freestyle men,Men,GER,Germany,BRONZE,1
1992,Swimming,200m backstroke men,Men,ESP,Spain,GOLD,1
1992,Swimming,200m backstroke men,Men,EUN,Unified Team,SILVER,1
1992,Swimming,200m backstroke men,Men,ITA,Italy,BRONZE,1
1992,Swimming,200m backstroke women,Women,AUS,Australia,BRONZE,1
1992,Swimming,200m backstroke women,Women,GER,Germany,SILVER,1
1992,Swimming,200m backstroke women,Women,HUN,Hungary,GOLD,1
1992,Swimming,200m breaststroke men,Men,GBR,Great Britain,BRONZE,1
1992,Swimming,200m breaststroke men,Men,HUN,Hungary,SILVER,1
1992,Swimming,200m breaststroke men,Men,USA,United States of America,GOLD,1
1992,Swimming,200m breaststroke women,Women,CHN,People's Republic of China,SILVER,1
1992,Swimming,200m breaststroke women,Women,JPN,Japan,GOLD,1
1992,Swimming,200m breaststroke women,Women,USA,United States of America,BRONZE,1
1992,Swimming,200m butterfly men,Men,FRA,France,BRONZE,1
1992,Swimming,200m butterfly men,Men,NZL,New Zealand,SILVER,1
1992,Swimming,200m butterfly men,Men,USA,United States of America,GOLD,1
1992,Swimming,200m butterfly women,Women,AUS,Australia,BRONZE,1
1992,Swimming,200m butterfly women,Women,CHN,People's Republic of China,SILVER,1
1992,Swimming,200m butterfly women,Women,USA,United States of America,GOLD,1
1992,Swimming,200m freestyle men,Men,EUN,Unified Team,GOLD,1
1992,Swimming,200m freestyle men,Men,FIN,Finland,BRONZE,1
1992,Swimming,200m freestyle men,Men,SWE,Sweden,SILVER,1
1992,Swimming,200m freestyle women,Women,GER,Germany,BRONZE,1
1992,Swimming,200m freestyle women,Women,GER,Germany,SILVER,1
1992,Swimming,200m freestyle women,Women,USA,United States of America,GOLD,1
1992,Swimming,200m individual medley men,Men,HUN,Hungary,BRONZE,1
1992,Swimming,200m individual medley men,Men,HUN,Hungary,GOLD,1
1992,Swimming,200m individual medley men,Men,USA,United States of America,SILVER,1
1992,Swimming,200m individual medley women,Women,CHN,People's Republic of China,GOLD,1
1992,Swimming,200m individual medley women,Women,GER,Germany,BRONZE,1
1992,Swimming,200m individual medley women,Women,USA,United States of America,SILVER,1
1992,Swimming,400m freestyle men,Men,AUS,Australia,SILVER,1
1992,Swimming,400m freestyle men,Men,EUN,Unified Team,GOLD,1
1992,Swimming,400m freestyle men,Men,SWE,Sweden,BRONZE,1
1992,Swimming,400m freestyle women,Women,AUS,Australia,BRONZE,1
1992,Swimming,400m freestyle women,Women,GER,Germany,GOLD,1
1992,Swimming,400m freestyle women,Women,USA,United States of America,SILVER,1
1992,Swimming,400m individual medley men,Men,HUN,Hungary,GOLD,1
1992,Swimming,400m individual medley men,Men,ITA,Italy,BRONZE,1
1992,Swimming,400m individual medley men,Men,USA,United States of America,SILVER,1
1992,Swimming,400m individual medley women,Women,CHN,People's Republic of China,SILVER,1
1992,Swimming,400m individual medley women,Women,HUN,Hungary,GOLD,1
1992,Swimming,400m individual medley women,Women,USA,United States of America,BRONZE,1
1992,Swimming,4x100m freestyle relay men,Men,EUN,Unified Team,SILVER,1
1992,Swimming,4x100m freestyle relay men,Men,GER,Germany,BRONZE,1
1992,Swimming,4x100m freestyle relay men,Men,USA,United States of America,GOLD,1
1992,Swimming,4x100m freestyle relay women,Women,CHN,People's Republic of China,SILVER,1
1992,Swimming,4x100m freestyle relay women,Women,GER,Germany,BRONZE,1
1992,Swimming,4x100m freestyle relay women,Women,USA,United States of America,GOLD,1
1992,Swimming,4x100m medley relay men,Men,CAN,Canada,BRONZE,1
1992,Swimming,4x100m medley relay men,Men,EUN,Unified Team,SILVER,1
1992,Swimming,4x100m medley relay men,Men,USA,United States of America,GOLD,1
1992,Swimming,4x100m medley relay women,Women,EUN,Unified Team,BRONZE,1
1992,Swimming,4x100m medley relay women,Women,GER,Germany,SILVER,1
1992,Swimming,4x100m medley relay women,Women,USA,United States of America,GOLD,1
1992,Swimming,4x200m freestyle relay men,Men,EUN,Unified Team,GOLD,1
1992,Swimming,4x200m freestyle relay men,Men,SWE,Sweden,SILVER,1
1992,Swimming,4x200m freestyle relay men,Men,USA,United States of America,BRONZE,1
1992,Swimming,50m freestyle men,Men,EUN,Unified Team,GOLD,1
1992,Swimming,50m freestyle men,Men,USA,United States of America,BRONZE,1
1992,Swimming,50m freestyle men,Men,USA,United States of America,SILVER,1
1992,Swimming,50m freestyle women,Women,CHN,People's Republic of China,GOLD,1
1992,Swimming,50m freestyle women,Women,CHN,People's Republic of China,SILVER,1
1992,Swimming,50m freestyle women,Women,USA,United States of America,BRONZE,1
1992,Swimming,800m freestyle women,Women,AUS,Australia,SILVER,1
1992,Swimming,800m freestyle women,Women,GER,Germany,BRONZE,1
1992,Swimming,800m freestyle women,Women,USA,United States of America,GOLD,1
1992,Synchronized Swimming,duet women,Women,CAN,Canada,SILVER,1
1992,Synchronized Swimming,duet women,Women,JPN,Japan,BRONZE,1
1992,Synchronized Swimming,duet women,Women,USA,United States of America,GOLD,1
1992,Synchronized Swimming,solo women,Women,CAN,Canada,GOLD,1
1992,Synchronized Swimming,solo women,Women,JPN,Japan,BRONZE,1
1992,Synchronized Swimming,solo women,Women,USA,United States of America,GOLD,1
1992,Table Tennis,Singles men,Men,CHN,People's Republic of China,BRONZE,1
1992,Table Tennis,Singles men,Men,FRA,France,SILVER,1
1992,Table Tennis,Singles men,Men,KOR,Republic of Korea,BRONZE,1
1992,Table Tennis,Singles men,Men,SWE,Sweden,GOLD,1
1992,Table Tennis,Singles women,Women,CHN,People's Republic of China,GOLD,1
1992,Table Tennis,Singles women,Women,CHN,People's Republic of China,SILVER,1
1992,Table Tennis,Singles women,Women,KOR,Republic of Korea,BRONZE,1
1992,Table Tennis,Singles women,Women,PRK,Democratic People's Republic of Korea,BRONZE,1
1992,Table Tennis,doubles men,Men,CHN,People's Republic of China,GOLD,1
1992,Table Tennis,doubles men,Men,GER,Germany,SILVER,1
1992,Table Tennis,doubles men,Men,KOR,Republic of Korea,BRONZE,1
1992,Table Tennis,doubles women,Women,CHN,People's Republic of China,GOLD,1
1992,Table Tennis,doubles women,Women,CHN,People's Republic of China,SILVER,1
1992,Table Tennis,doubles women,Women,KOR,Republic of Korea,BRONZE,1
1992,Table Tennis,doubles women,Women,PRK,Democratic People's Republic of Korea,BRONZE,1
1992,Tennis,Singles men,Men,CRO,Croatia,BRONZE,1
1992,Tennis,Singles men,Men,ESP,Spain,SILVER,1
1992,Tennis,Singles men,Men,EUN,Unified Team,BRONZE,1
1992,Tennis,Singles men,Men,SUI,Switzerland,GOLD,1
1992,Tennis,Singles women,Women,ESP,Spain,BRONZE,1
1992,Tennis,Singles women,Women,GER,Germany,SILVER,1
1992,Tennis,Singles women,Women,USA,United States of America,BRONZE,1
1992,Tennis,Singles women,Women,USA,United States of America,GOLD,1
1992,Tennis,doubles men,Men,ARG,Argentina,BRONZE,1
1992,Tennis,doubles men,Men,CRO,Croatia,BRONZE,1
1992,Tennis,doubles men,Men,GER,Germany,GOLD,1
1992,Tennis,doubles men,Men,RSA,South Africa,SILVER,1
1992,Tennis,doubles women,Women,AUS,Australia,BRONZE,1
1992,Tennis,doubles women,Women,ESP,Spain,SILVER,1
1992,Tennis,doubles women,Women,EUN,Unified Team,BRONZE,1
1992,Tennis,doubles women,Women,USA,United States of America,GOLD,1
1992,Volleyball,volleyball men,Men,BRA,Brazil,GOLD,1
1992,Volleyball,volleyball men,Men,NED,Netherlands,SILVER,1
1992,Volleyball,volleyball men,Men,USA,United States of America,BRONZE,1
1992,Volleyball,volleyball women,Women,CUB,Cuba,GOLD,1
1992,Volleyball,volleyball women,Women,EUN,Unified Team,SILVER,1
1992,Volleyball,volleyball women,Women,USA,United States of America,BRONZE,1
1992,Water Polo,water polo men,Men,ESP,Spain,SILVER,1
1992,Water Polo,water polo men,Men,EUN,Unified Team,BRONZE,1
1992,Water Polo,water polo men,Men,ITA,Italy,GOLD,1
1992,Weightlifting,100  110kg heavyweight men,Men,BUL,Bulgaria,BRONZE,1
1992,Weightlifting,100  110kg heavyweight men,Men,EUN,Unified Team,SILVER,1
1992,Weightlifting,100  110kg heavyweight men,Men,GER,Germany,GOLD,1
1992,Weightlifting,110kg super heavyweight men,Men,EUN,Unified Team,GOLD,1
1992,Weightlifting,110kg super heavyweight men,Men,EUN,Unified Team,SILVER,1
1992,Weightlifting,110kg super heavyweight men,Men,GER,Germany,BRONZE,1
1992,Weightlifting,52kg flyweight men,Men,BUL,Bulgaria,GOLD,1
1992,Weightlifting,52kg flyweight men,Men,CHN,People's Republic of China,SILVER,1
1992,Weightlifting,52kg flyweight men,Men,ROU,Romania,BRONZE,1
1992,Weightlifting,56 - 60kg (featherweight) men,Men,BUL,Bulgaria,SILVER,1
1992,Weightlifting,56 - 60kg (featherweight) men,Men,CHN,People's Republic of China,BRONZE,1
1992,Weightlifting,56 - 60kg (featherweight) men,Men,TUR,Turkey,GOLD,1
1992,Weightlifting,56kg bantamweight men,Men,CHN,People's Republic of China,BRONZE,1
1992,Weightlifting,56kg bantamweight men,Men,CHN,People's Republic of China,SILVER,1
1992,Weightlifting,56kg bantamweight men,Men,KOR,Republic of Korea,GOLD,1
1992,Weightlifting,60-67.5kg lightweight men,Men,BUL,Bulgaria,SILVER,1
1992,Weightlifting,60-67.5kg lightweight men,Men,EUN,Unified Team,GOLD,1
1992,Weightlifting,60-67.5kg lightweight men,Men,GER,Germany,BRONZE,1
1992,Weightlifting,67.5-75kg middleweight men,Men,CUB,Cuba,SILVER,1
1992,Weightlifting,67.5-75kg middleweight men,Men,EUN,Unified Team,GOLD,1
1992,Weightlifting,67.5-75kg middleweight men,Men,PRK,Democratic People's Republic of Korea,BRONZE,1
1992,Weightlifting,75  825kg lightheavyweight men,Men,GRE,Greece,GOLD,1
1992,Weightlifting,75  825kg lightheavyweight men,Men,POL,Poland,SILVER,1
1992,Weightlifting,82.5 - 90kg (middle-heavyweight) men,Men,EUN,Unified Team,GOLD,1
1992,Weightlifting,82.5 - 90kg (middle-heavyweight) men,Men,EUN,Unified Team,SILVER,1
1992,Weightlifting,82.5 - 90kg (middle-heavyweight) men,Men,POL,Poland,BRONZE,1
1992,Weightlifting,90  100kg firstheavyweight men,Men,EUN,Unified Team,GOLD,1
1992,Weightlifting,90  100kg firstheavyweight men,Men,EUN,Unified Team,SILVER,1
1992,Weightlifting,90  100kg firstheavyweight men,Men,POL,Poland,BRONZE,1
1992,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,CUB,Cuba,GOLD,1
1992,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,EUN,Unified Team,SILVER,1
1992,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,PRK,Democratic People's Republic of Korea,BRONZE,1
1992,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,CHN,People's Republic of China,BRONZE,1
1992,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,GER,Germany,SILVER,1
1992,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,KOR,Republic of Korea,GOLD,1
1992,Wrestling,"Featherweight, Freestyle (≤62 kilograms) Men",Men,CUB,Cuba,BRONZE,1
1992,Wrestling,"Featherweight, Freestyle (≤62 kilograms) Men",Men,IRI,Islamic Republic of Iran,SILVER,1
1992,Wrestling,"Featherweight, Freestyle (≤62 kilograms) Men",Men,USA,United States of America,GOLD,1
