year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze,is_team
2020,tokyo-2020,Swimming,Women's 200m Backstroke,Women,Athlete,,Kaylee MCKEOWN,https://olympics.com/en/athletes/kaylee-mckeown,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 200m Backstroke,Women,Athlete,,Kylie MASSE,https://olympics.com/en/athletes/kylie-masse,Canada,CA,CAN,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 1500m Freestyle,Women,Athlete,,Erica SULLIVAN,https://olympics.com/en/athletes/erica-sullivan,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 1500m Freestyle,Women,Athlete,,Katie LEDECKY,https://olympics.com/en/athletes/katie-ledecky,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 1500m Freestyle,Women,Athlete,,Sarah KOHLER,https://olympics.com/en/athletes/sarah-kohler,Germany,DE,GER,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 400m Freestyle,Men,Athlete,,Ahmed HAFNAOUI,https://olympics.com/en/athletes/ahmed-hafnaoui,Tunisia,TN,TUN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 400m Freestyle,Men,Athlete,,Kieran SMITH,https://olympics.com/en/athletes/kieran-smith,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 400m Freestyle,Men,Athlete,,Jack MCLOUGHLIN,https://olympics.com/en/athletes/jack-mcloughlin,Australia,AU,AUS,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 200m Butterfly,Men,Athlete,,Kristof Kristof Milak,https://olympics.com/en/athletes/kristof-milak,Hungary,HU,HUN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 200m Butterfly,Men,Athlete,,Federico BURDISSO,https://olympics.com/en/athletes/federico-burdisso,Italy,IT,ITA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 200m Butterfly,Men,Athlete,,Tomoru HONDA,https://olympics.com/en/athletes/tomoru-honda,Japan,JP,JPN,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 4 x 100m Medley Relay,Men,GameTeam,United States,United States,,United States of America,US,USA,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Men's 4 x 100m Medley Relay,Men,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Men's 4 x 100m Medley Relay,Men,GameTeam,Italy,Italy,,Italy,IT,ITA,BRONZE,0,0,1,1
2020,tokyo-2020,Swimming,Women's 400m Individual Medley,Women,Athlete,,Emma WEYANT,https://olympics.com/en/athletes/emma-weyant,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 400m Individual Medley,Women,Athlete,,Hali FLICKINGER,https://olympics.com/en/athletes/hali-flickinger,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 400m Individual Medley,Women,Athlete,,Yui OHASHI,https://olympics.com/en/athletes/yui-ohashi,Japan,JP,JPN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 100m Freestyle,Men,Athlete,,Kliment KOLESNIKOV,https://olympics.com/en/athletes/kliment-kolesnikov,ROC,ROC,ROC,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 100m Freestyle,Men,Athlete,,Caeleb DRESSEL,https://olympics.com/en/athletes/caeleb-dressel,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 100m Freestyle,Men,Athlete,,Kyle CHALMERS,https://olympics.com/en/athletes/kyle-chalmers,Australia,AU,AUS,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 200m Breaststroke,Women,Athlete,,Lilly KING,https://olympics.com/en/athletes/lilly-king,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 200m Breaststroke,Women,Athlete,,Annie LAZOR,https://olympics.com/en/athletes/annie-lazor,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 200m Breaststroke,Women,Athlete,,Tatjana SCHOENMAKER,https://olympics.com/en/athletes/tatjana-schoenmaker,South Africa,ZA,RSA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 100m Backstroke,Women,Athlete,,Kylie MASSE,https://olympics.com/en/athletes/kylie-masse,Canada,CA,CAN,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 100m Backstroke,Women,Athlete,,Kaylee MCKEOWN,https://olympics.com/en/athletes/kaylee-mckeown,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 100m Backstroke,Women,Athlete,,Regan SMITH,https://olympics.com/en/athletes/regan-smith,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 50m Freestyle,Men,Athlete,,Caeleb DRESSEL,https://olympics.com/en/athletes/caeleb-dressel,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 50m Freestyle,Men,Athlete,,Bruno FRATUS,https://olympics.com/en/athletes/bruno-fratus,Brazil,BR,BRA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 50m Freestyle,Men,Athlete,,Florent MANAUDOU,https://olympics.com/en/athletes/florent-manaudou,France,FR,FRA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 200m Freestyle,Men,Athlete,,Duncan SCOTT,https://olympics.com/en/athletes/duncan-scott,Great Britain,GB,GBR,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 200m Freestyle,Men,Athlete,,Tom DEAN,https://olympics.com/en/athletes/tom-dean,Great Britain,GB,GBR,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 200m Freestyle,Men,Athlete,,Fernando SCHEFFER,https://olympics.com/en/athletes/fernando-scheffer,Brazil,BR,BRA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 100m Backstroke,Men,Athlete,,Kliment KOLESNIKOV,https://olympics.com/en/athletes/kliment-kolesnikov,ROC,ROC,ROC,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 100m Backstroke,Men,Athlete,,Evgeny RYLOV,https://olympics.com/en/athletes/evgeny-rylov,ROC,ROC,ROC,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 100m Backstroke,Men,Athlete,,Ryan MURPHY,https://olympics.com/en/athletes/ryan-murphy,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 100m Breaststroke,Men,Athlete,,Nicolo MARTINENGHI,https://olympics.com/en/athletes/nicolo-martinenghi,Italy,IT,ITA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 100m Breaststroke,Men,Athlete,,Arno KAMMINGA,https://olympics.com/en/athletes/arno-kamminga,Netherlands,NL,NED,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 100m Breaststroke,Men,Athlete,,Adam PEATY,https://olympics.com/en/athletes/adam-peaty,Great Britain,GB,GBR,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 4 x 200m Freestyle Relay,Men,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Men's 4 x 200m Freestyle Relay,Men,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Men's 4 x 200m Freestyle Relay,Men,GameTeam,Australia,Australia,,Australia,AU,AUS,BRONZE,0,0,1,1
2020,tokyo-2020,Swimming,Women's 100m Freestyle,Women,Athlete,,Siobhan Bernadette HAUGHEY,https://olympics.com/en/athletes/siobhan-bernadette-haughey,"Hong Kong, China",HK,HKG,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 100m Freestyle,Women,Athlete,,Emma MCKEON,https://olympics.com/en/athletes/emma-mckeon,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 100m Freestyle,Women,Athlete,,Cate CAMPBELL,https://olympics.com/en/athletes/cate-campbell,Australia,AU,AUS,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 1500m Freestyle,Men,Athlete,,Mykhailo ROMANCHUK,https://olympics.com/en/athletes/mykhailo-romanchuk,Ukraine,UA,UKR,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 1500m Freestyle,Men,Athlete,,Florian WELLBROCK,https://olympics.com/en/athletes/florian-wellbrock,Germany,DE,GER,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 1500m Freestyle,Men,Athlete,,Robert FINKE,https://olympics.com/en/athletes/robert-finke,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 200m Freestyle,Women,Athlete,,Ariarne Titmus,https://olympics.com/en/athletes/ariarne-titmus,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 200m Freestyle,Women,Athlete,,Penny OLEKSIAK,https://olympics.com/en/athletes/penny-oleksiak,Canada,CA,CAN,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 200m Freestyle,Women,Athlete,,Siobhan Bernadette HAUGHEY,https://olympics.com/en/athletes/siobhan-bernadette-haughey,"Hong Kong, China",HK,HKG,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 4 x 100m Freestyle Relay,Women,GameTeam,Australia,Australia,,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Women's 4 x 100m Freestyle Relay,Women,GameTeam,Canada,Canada,,Canada,CA,CAN,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Women's 4 x 100m Freestyle Relay,Women,GameTeam,United States,United States,,United States of America,US,USA,BRONZE,0,0,1,1
2020,tokyo-2020,Swimming,Men's 800m Freestyle,Men,Athlete,,Robert FINKE,https://olympics.com/en/athletes/robert-finke,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 800m Freestyle,Men,Athlete,,Mykhailo ROMANCHUK,https://olympics.com/en/athletes/mykhailo-romanchuk,Ukraine,UA,UKR,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 800m Freestyle,Men,Athlete,,Gregorio PALTRINIERI,https://olympics.com/en/athletes/gregorio-paltrinieri,Italy,IT,ITA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 100m Butterfly,Men,Athlete,,Kristof Kristof Milak,https://olympics.com/en/athletes/kristof-milak,Hungary,HU,HUN,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 100m Butterfly,Men,Athlete,,Caeleb DRESSEL,https://olympics.com/en/athletes/caeleb-dressel,United States of America,US,USA,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 100m Butterfly,Men,Athlete,,Noe PONTI,https://olympics.com/en/athletes/noe-ponti,Switzerland,CH,SUI,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 100m Butterfly,Women,Athlete,,Margaret MACNEIL,https://olympics.com/en/athletes/margaret-macneil,Canada,CA,CAN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 100m Butterfly,Women,Athlete,,Emma MCKEON,https://olympics.com/en/athletes/emma-mckeon,Australia,AU,AUS,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 100m Butterfly,Women,Athlete,,Yufei ZHANG,https://olympics.com/en/athletes/yufei-zhang,People's Republic of China,CN,CHN,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 200m Backstroke,Men,Athlete,,Evgeny RYLOV,https://olympics.com/en/athletes/evgeny-rylov,ROC,ROC,ROC,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 200m Backstroke,Men,Athlete,,Ryan MURPHY,https://olympics.com/en/athletes/ryan-murphy,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Men's 200m Backstroke,Men,Athlete,,Luke GREENBANK,https://olympics.com/en/athletes/luke-greenbank,Great Britain,GB,GBR,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 400m Freestyle,Women,Athlete,,Katie LEDECKY,https://olympics.com/en/athletes/katie-ledecky,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 400m Freestyle,Women,Athlete,,Bingjie LI,https://olympics.com/en/athletes/bingjie-li,People's Republic of China,CN,CHN,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Women's 400m Freestyle,Women,Athlete,,Ariarne Titmus,https://olympics.com/en/athletes/ariarne-titmus,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 200m Individual Medley,Men,Athlete,,Shun WANG,https://olympics.com/en/athletes/shun-wang,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Men's 200m Individual Medley,Men,Athlete,,Jeremy DESPLANCHES,https://olympics.com/en/athletes/jeremy-desplanches,Switzerland,CH,SUI,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 200m Individual Medley,Men,Athlete,,Duncan SCOTT,https://olympics.com/en/athletes/duncan-scott,Great Britain,GB,GBR,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 200m Individual Medley,Women,Athlete,,Yui OHASHI,https://olympics.com/en/athletes/yui-ohashi,Japan,JP,JPN,GOLD,1,0,0,0
2020,tokyo-2020,Swimming,Women's 200m Individual Medley,Women,Athlete,,Alex WALSH,https://olympics.com/en/athletes/alex-walsh,United States of America,US,USA,SILVER,0,1,0,0
2020,tokyo-2020,Swimming,Women's 200m Individual Medley,Women,Athlete,,Kate DOUGLASS,https://olympics.com/en/athletes/kate-douglass,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Swimming,Men's 4 x 100m Freestyle Relay,Men,GameTeam,United States,United States,,United States of America,US,USA,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Men's 4 x 100m Freestyle Relay,Men,GameTeam,Italy,Italy,,Italy,IT,ITA,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Men's 4 x 100m Freestyle Relay,Men,GameTeam,Australia,Australia,,Australia,AU,AUS,BRONZE,0,0,1,1
2020,tokyo-2020,Swimming,Women's 4 x 200m Freestyle Relay,Women,GameTeam,China,China,,People's Republic of China,CN,CHN,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Women's 4 x 200m Freestyle Relay,Women,GameTeam,United States,United States,,United States of America,US,USA,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Women's 4 x 200m Freestyle Relay,Women,GameTeam,Australia,Australia,,Australia,AU,AUS,BRONZE,0,0,1,1
2020,tokyo-2020,Swimming,Women's 4 x 100m Medley Relay,Women,GameTeam,Australia,Australia,,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Swimming,Women's 4 x 100m Medley Relay,Women,GameTeam,United States,United States,,United States of America,US,USA,SILVER,0,1,0,1
2020,tokyo-2020,Swimming,Women's 4 x 100m Medley Relay,Women,GameTeam,Canada,Canada,,Canada,CA,CAN,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,Finn Men,Men,Athlete,,Joan CARDONA MENDEZ,https://olympics.com/en/athletes/joan-cardona-mendez,Spain,ES,ESP,BRONZE,0,0,1,0
2020,tokyo-2020,Sailing,Finn Men,Men,Athlete,,Giles SCOTT,https://olympics.com/en/athletes/giles-scott,Great Britain,GB,GBR,GOLD,1,0,0,0
2020,tokyo-2020,Sailing,Finn Men,Men,Athlete,,Zsombor BERECZ,https://olympics.com/en/athletes/zsombor-berecz,Hungary,HU,HUN,SILVER,0,1,0,0
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Australia,Mathew BELCHER,https://olympics.com/en/athletes/mathew-belcher,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Australia,Will RYAN,https://olympics.com/en/athletes/will-ryan,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Sweden,Fredrik BERGSTROM,https://olympics.com/en/athletes/fredrik-bergstrom,Sweden,SE,SWE,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Sweden,Anton DAHLBERG,https://olympics.com/en/athletes/anton-dahlberg,Sweden,SE,SWE,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Spain,Nicolas RODRIGUEZ GARCIA-PAZ,https://olympics.com/en/athletes/nicolas-rodriguez-garcia-paz,Spain,ES,ESP,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,470 Men,Men,GameTeam,Spain,Jordi XAMMAR HERNANDEZ,https://olympics.com/en/athletes/jordi-xammar-hernandez,Spain,ES,ESP,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,Laser Radial Women,Women,Athlete,,Anne-Marie RINDOM,https://olympics.com/en/athletes/anne-marie-rindom,Denmark,DK,DEN,GOLD,1,0,0,0
2020,tokyo-2020,Sailing,Laser Radial Women,Women,Athlete,,Josefin OLSSON,https://olympics.com/en/athletes/josefin-olsson,Sweden,SE,SWE,SILVER,0,1,0,0
2020,tokyo-2020,Sailing,Laser Radial Women,Women,Athlete,,Marit BOUWMEESTER,https://olympics.com/en/athletes/marit-bouwmeester,Netherlands,NL,NED,BRONZE,0,0,1,0
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Italy,Caterina BANTI,https://olympics.com/en/athletes/caterina-banti,Italy,IT,ITA,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Italy,Ruggero TITA,https://olympics.com/en/athletes/ruggero-tita,Italy,IT,ITA,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Great Britain,Anna BURNET,https://olympics.com/en/athletes/anna-burnet,Great Britain,GB,GBR,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Great Britain,John GIMSON,https://olympics.com/en/athletes/john-gimson,Great Britain,GB,GBR,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Germany,Paul KOHLHOFF,https://olympics.com/en/athletes/paul-kohlhoff,Germany,DE,GER,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,Nacra 17 Mixed,Mixed,GameTeam,Germany,Alica STUHLEMMER,https://olympics.com/en/athletes/alica-stuhlemmer,Germany,DE,GER,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Brazil,Kahena KUNZE,https://olympics.com/en/athletes/kahena-kunze,Brazil,BR,BRA,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Brazil,Martine GRAEL,https://olympics.com/en/athletes/martine-grael,Brazil,BR,BRA,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Germany,Susann BEUCKE,https://olympics.com/en/athletes/susann-beucke,Germany,DE,GER,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Germany,Tina LUTZ,https://olympics.com/en/athletes/tina-lutz,Germany,DE,GER,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Netherlands,Annemiek BEKKERING,https://olympics.com/en/athletes/annemiek-bekkering,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,49er FX Women,Women,GameTeam,Netherlands,Annette DUETZ,https://olympics.com/en/athletes/annette-duetz,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,Laser Men,Men,Athlete,,Tonci STIPANOVIC,https://olympics.com/en/athletes/tonci-stipanovic,Croatia,HR,CRO,SILVER,0,1,0,0
2020,tokyo-2020,Sailing,Laser Men,Men,Athlete,,Hermann TOMASGAARD,https://olympics.com/en/athletes/hermann-tomasgaard,Norway,NO,NOR,BRONZE,0,0,1,0
2020,tokyo-2020,Sailing,Laser Men,Men,Athlete,,Matt WEARN,https://olympics.com/en/athletes/matt-wearn,Australia,AU,AUS,GOLD,1,0,0,0
2020,tokyo-2020,Sailing,RS:X Men,Men,Athlete,,Kiran BADLOE,https://olympics.com/en/athletes/kiran-badloe,Netherlands,NL,NED,GOLD,1,0,0,0
2020,tokyo-2020,Sailing,RS:X Men,Men,Athlete,,Kun BI,https://olympics.com/en/athletes/kun-bi,People's Republic of China,CN,CHN,BRONZE,0,0,1,0
2020,tokyo-2020,Sailing,RS:X Men,Men,Athlete,,Thomas GOYARD,https://olympics.com/en/athletes/thomas-goyard,France,FR,FRA,SILVER,0,1,0,0
2020,tokyo-2020,Sailing,RS:X Women,Women,Athlete,,Emma WILSON,https://olympics.com/en/athletes/emma-wilson,Great Britain,GB,GBR,BRONZE,0,0,1,0
2020,tokyo-2020,Sailing,RS:X Women,Women,Athlete,,Charline PICON,https://olympics.com/en/athletes/charline-picon,France,FR,FRA,SILVER,0,1,0,0
2020,tokyo-2020,Sailing,RS:X Women,Women,Athlete,,Yunxiu LU,https://olympics.com/en/athletes/yunxiu-lu,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,Great Britain,Eilidh MCINTYRE,https://olympics.com/en/athletes/eilidh-mcintyre,Great Britain,GB,GBR,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,Great Britain,Hannah MILLS,https://olympics.com/en/athletes/hannah-mills,Great Britain,GB,GBR,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,Poland,Agnieszka SKRZYPULEC,https://olympics.com/en/athletes/agnieszka-skrzypulec,Poland,PL,POL,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,Poland,Jolanta OGAR,https://olympics.com/en/athletes/jolanta-ogar,Poland,PL,POL,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,France,Camille LECOINTRE,https://olympics.com/en/athletes/camille-lecointre,France,FR,FRA,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,470 Women,Women,GameTeam,France,Aloise RETORNAZ,https://olympics.com/en/athletes/aloise-retornaz,France,FR,FRA,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,Great Britain,Stuart BITHELL,https://olympics.com/en/athletes/stuart-bithell,Great Britain,GB,GBR,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,Great Britain,Dylan FLETCHER-SCOTT,https://olympics.com/en/athletes/dylan-fletcher-scott,Great Britain,GB,GBR,GOLD,1,0,0,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,New Zealand,Peter BURLING,https://olympics.com/en/athletes/peter-burling,New Zealand,NZ,NZL,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,New Zealand,Blair TUKE,https://olympics.com/en/athletes/blair-tuke,New Zealand,NZ,NZL,SILVER,0,1,0,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,Germany,Erik HEIL,https://olympics.com/en/athletes/erik-heil,Germany,DE,GER,BRONZE,0,0,1,1
2020,tokyo-2020,Sailing,49er Men,Men,GameTeam,Germany,Thomas PLOESSEL,https://olympics.com/en/athletes/thomas-ploessel,Germany,DE,GER,BRONZE,0,0,1,1
2020,tokyo-2020,Cycling Mountain Bike,Women's Cross-country,Women,Athlete,,Jolanda NEFF,https://olympics.com/en/athletes/jolanda-neff,Switzerland,CH,SUI,GOLD,1,0,0,0
2020,tokyo-2020,Cycling Mountain Bike,Women's Cross-country,Women,Athlete,,Linda INDERGAND,https://olympics.com/en/athletes/linda-indergand,Switzerland,CH,SUI,BRONZE,0,0,1,0
2020,tokyo-2020,Cycling Mountain Bike,Women's Cross-country,Women,Athlete,,Sina FREI,https://olympics.com/en/athletes/sina-frei,Switzerland,CH,SUI,SILVER,0,1,0,0
2020,tokyo-2020,Cycling Mountain Bike,Men's Cross-country,Men,Athlete,,Thomas PIDCOCK,https://olympics.com/en/athletes/thomas-pidcock,Great Britain,GB,GBR,GOLD,1,0,0,0
2020,tokyo-2020,Cycling Mountain Bike,Men's Cross-country,Men,Athlete,,Mathias FLUECKIGER,https://olympics.com/en/athletes/mathias-flueckiger,Switzerland,CH,SUI,SILVER,0,1,0,0
2020,tokyo-2020,Cycling Mountain Bike,Men's Cross-country,Men,Athlete,,David VALERO SERRANO,https://olympics.com/en/athletes/david-valero-serrano,Spain,ES,ESP,BRONZE,0,0,1,0
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,Romania,Ancuta BODNAR,https://olympics.com/en/athletes/ancuta-bodnar,Romania,RO,ROU,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,Romania,Simona RADIS,https://olympics.com/en/athletes/simona-radis,Romania,RO,ROU,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,New Zealand,Brooke DONOGHUE,https://olympics.com/en/athletes/brooke-donoghue,New Zealand,NZ,NZL,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,New Zealand,Hannah OSBORNE,https://olympics.com/en/athletes/hannah-osborne,New Zealand,NZ,NZL,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,Netherlands,Roos DE JONG,https://olympics.com/en/athletes/roos-de-jong,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Double Sculls,Women,GameTeam,Netherlands,Lisa SCHEENAARD,https://olympics.com/en/athletes/lisa-scheenaard,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,Italy,Valentina RODINI,https://olympics.com/en/athletes/valentina-rodini,Italy,IT,ITA,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,Italy,Federica CESARINI,https://olympics.com/en/athletes/federica-cesarini,Italy,IT,ITA,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,France,Laura TARANTOLA,https://olympics.com/en/athletes/laura-tarantola,France,FR,FRA,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,France,Claire BOVE,https://olympics.com/en/athletes/claire-bove,France,FR,FRA,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,Netherlands,Marieke KEIJSER,https://olympics.com/en/athletes/marieke-keijser,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Lightweight Women's Double Sculls,Women,GameTeam,Netherlands,Ilse PAULIS,https://olympics.com/en/athletes/ilse-paulis,Netherlands,NL,NED,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Eight,Women,GameTeam,Canada,Canada,,Canada,CA,CAN,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Eight,Women,GameTeam,New Zealand,New Zealand,,New Zealand,NZ,NZL,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Eight,Women,GameTeam,People's Republic of China,People's Republic of China,,People's Republic of China,CN,CHN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Eight,Men,GameTeam,New Zealand,New Zealand,,New Zealand,NZ,NZL,GOLD,1,0,0,1
