year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze,is_team
2020,tokyo-2020,Rowing,Men's Eight,Men,GameTeam,Germany,Germany,,Germany,DE,GER,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Eight,Men,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Quadruple Sculls,Men,GameTeam,Netherlands,Netherlands,,Netherlands,NL,NED,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Quadruple Sculls,Men,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Quadruple Sculls,Men,GameTeam,Australia,Australia,,Australia,AU,AUS,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Quadruple Sculls,Women,GameTeam,People's Republic of China,People's Republic of China,,People's Republic of China,CN,CHN,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Quadruple Sculls,Women,GameTeam,Poland,Poland,,Poland,PL,POL,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Quadruple Sculls,Women,GameTeam,Australia,Australia,,Australia,AU,AUS,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Croatia,Martin SINKOVIC,https://olympics.com/en/athletes/martin-sinkovic,Croatia,HR,CRO,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Croatia,Valent SINKOVIC,https://olympics.com/en/athletes/valent-sinkovic,Croatia,HR,CRO,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Romania,Marius COZMIUC,https://olympics.com/en/athletes/marius-cozmiuc,Romania,RO,ROU,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Romania,Ciprian TUDOSA,https://olympics.com/en/athletes/ciprian-tudosa,Romania,RO,ROU,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Denmark,Frederic VYSTAVEL,https://olympics.com/en/athletes/frederic-vystavel,Denmark,DK,DEN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Pair,Men,GameTeam,Denmark,Joachim SUTTON,https://olympics.com/en/athletes/joachim-sutton,Denmark,DK,DEN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,New Zealand,Grace PRENDERGAST,https://olympics.com/en/athletes/grace-prendergast,New Zealand,NZ,NZL,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,New Zealand,Kerri GOWLER,https://olympics.com/en/athletes/kerri-gowler,New Zealand,NZ,NZL,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,ROC,Vasilisa STEPANOVA,https://olympics.com/en/athletes/vasilisa-stepanova,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,ROC,Elena ORIABINSKAIA,https://olympics.com/en/athletes/elena-oriabinskaia,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,Canada,Caileigh FILMER,https://olympics.com/en/athletes/caileigh-filmer,Canada,CA,CAN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Pair,Women,GameTeam,Canada,Hillary JANSSENS,https://olympics.com/en/athletes/hillary-janssens,Canada,CA,CAN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Four,Women,GameTeam,Australia,Australia,,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Women's Four,Women,GameTeam,Netherlands,Netherlands,,Netherlands,NL,NED,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Women's Four,Women,GameTeam,Ireland,Ireland,,Ireland,IE,IRL,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Women's Single Sculls,Women,Athlete,,Hanna PRAKATSEN,https://olympics.com/en/athletes/hanna-prakatsen,ROC,ROC,ROC,SILVER,0,1,0,0
2020,tokyo-2020,Rowing,Women's Single Sculls,Women,Athlete,,Emma TWIGG,https://olympics.com/en/athletes/emma-twigg,New Zealand,NZ,NZL,GOLD,1,0,0,0
2020,tokyo-2020,Rowing,Women's Single Sculls,Women,Athlete,,Magdalena LOBNIG,https://olympics.com/en/athletes/magdalena-lobnig,Austria,AT,AUT,BRONZE,0,0,1,0
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Ireland,Fintan MC CARTHY,https://olympics.com/en/athletes/fintan-mc-carthy,Ireland,IE,IRL,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Ireland,Paul ODONOVAN,https://olympics.com/en/athletes/paul-odonovan,Ireland,IE,IRL,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Germany,Jonathan ROMMELMANN,https://olympics.com/en/athletes/jonathan-rommelmann,Germany,DE,GER,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Germany,Jason OSBORNE,https://olympics.com/en/athletes/jason-osborne,Germany,DE,GER,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Italy,Stefano OPPO,https://olympics.com/en/athletes/stefano-oppo,Italy,IT,ITA,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Lightweight Men's Double Sculls,Men,GameTeam,Italy,Pietro RUTA,https://olympics.com/en/athletes/pietro-ruta,Italy,IT,ITA,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Four,Men,GameTeam,Australia,Australia,,Australia,AU,AUS,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Four,Men,GameTeam,Romania,Romania,,Romania,RO,ROU,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Four,Men,GameTeam,Italy,Italy,,Italy,IT,ITA,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,France,Hugo BOUCHERON,https://olympics.com/en/athletes/hugo-boucheron,France,FR,FRA,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,France,Matthieu ANDRODIAS,https://olympics.com/en/athletes/matthieu-androdias,France,FR,FRA,GOLD,1,0,0,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,Netherlands,Melvin TWELLAAR,https://olympics.com/en/athletes/melvin-twellaar,Netherlands,NL,NED,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,Netherlands,Stefan BROENINK,https://olympics.com/en/athletes/stefan-broenink,Netherlands,NL,NED,SILVER,0,1,0,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,People's Republic of China,Zhiyu LIU,https://olympics.com/en/athletes/zhiyu-liu,People's Republic of China,CN,CHN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Double Sculls,Men,GameTeam,People's Republic of China,Liang ZHANG,https://olympics.com/en/athletes/liang-zhang-1,People's Republic of China,CN,CHN,BRONZE,0,0,1,1
2020,tokyo-2020,Rowing,Men's Single Sculls,Men,Athlete,,Stefanos NTOUSKOS,https://olympics.com/en/athletes/stefanos-ntouskos,Greece,GR,GRE,GOLD,1,0,0,0
2020,tokyo-2020,Rowing,Men's Single Sculls,Men,Athlete,,Damir MARTIN,https://olympics.com/en/athletes/damir-martin,Croatia,HR,CRO,BRONZE,0,0,1,0
2020,tokyo-2020,Rowing,Men's Single Sculls,Men,Athlete,,Kjetil BORCH,https://olympics.com/en/athletes/kjetil-borch,Norway,NO,NOR,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Women's Kumite -55kg,Women,Athlete,,Anzhelika TERLIUGA,https://olympics.com/en/athletes/anzhelika-terliuga,Ukraine,UA,UKR,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Women's Kumite -55kg,Women,Athlete,,Bettina PLANK,https://olympics.com/en/athletes/bettina-plank,Austria,AT,AUT,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite -55kg,Women,Athlete,,Ivet GORANOVA,https://olympics.com/en/athletes/ivet-goranova,Bulgaria,BG,BUL,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Women's Kumite -55kg,Women,Athlete,,Tzuyun WEN,https://olympics.com/en/athletes/tzuyun-wen,Chinese Taipei,TW,TPE,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite -75kg,Men,Athlete,,Rafael AGHAYEV,https://olympics.com/en/athletes/rafael-aghayev,Azerbaijan,AZ,AZE,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Men's Kumite -75kg,Men,Athlete,,Stanislav HORUNA,https://olympics.com/en/athletes/stanislav-horuna,Ukraine,UA,UKR,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite -75kg,Men,Athlete,,Luigi BUSA,https://olympics.com/en/athletes/luigi-busa,Italy,IT,ITA,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Men's Kumite -75kg,Men,Athlete,,Karoly Gabor HARSPATAKI,https://olympics.com/en/athletes/karoly-gabor-harspataki,Hungary,HU,HUN,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite -61kg,Women,Athlete,,Giana LOTFY,https://olympics.com/en/athletes/giana-lotfy,Egypt,EG,EGY,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite -61kg,Women,Athlete,,Xiaoyan YIN,https://olympics.com/en/athletes/xiaoyan-yin,People's Republic of China,CN,CHN,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Women's Kumite -61kg,Women,Athlete,,Merve COBAN,https://olympics.com/en/athletes/merve-coban,Turkey,TR,TUR,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite -61kg,Women,Athlete,,Jovana PREKOVIC,https://olympics.com/en/athletes/jovana-prekovic,Serbia,RS,SRB,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Women's Kumite +61kg,Women,Athlete,,Feryal ABDELAZIZ,https://olympics.com/en/athletes/feryal-abdelaziz,Egypt,EG,EGY,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Women's Kumite +61kg,Women,Athlete,,Sofya BERULTSEVA,https://olympics.com/en/athletes/sofya-berultseva,Kazakhstan,KZ,KAZ,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite +61kg,Women,Athlete,,Li GONG,https://olympics.com/en/athletes/li-gong-x1108,People's Republic of China,CN,CHN,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kumite +61kg,Women,Athlete,,Iryna ZARETSKA,https://olympics.com/en/athletes/iryna-zaretska,Azerbaijan,AZ,AZE,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Women's Kata,Women,Athlete,,Sandra SANCHEZ JAIME,https://olympics.com/en/athletes/sandra-sanchez-jaime,Spain,ES,ESP,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Women's Kata,Women,Athlete,,Mo Sheung Grace LAU,https://olympics.com/en/athletes/mo-sheung-grace-lau,"Hong Kong, China",HK,HKG,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Women's Kata,Women,Athlete,,Kiyou SHIMIZU,https://olympics.com/en/athletes/kiyou-shimizu,Japan,JP,JPN,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Women's Kata,Women,Athlete,,Viviana BOTTARO,https://olympics.com/en/athletes/viviana-bottaro,Italy,IT,ITA,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kata,Men,Athlete,,Damian QUINTERO,https://olympics.com/en/athletes/damian-quintero,Spain,ES,ESP,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Men's Kata,Men,Athlete,,Ariel TORRES GUTIERREZ,https://olympics.com/en/athletes/ariel-torres-gutierrez,United States of America,US,USA,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kata,Men,Athlete,,Ali SOFUOGLU,https://olympics.com/en/athletes/ali-sofuoglu,Turkey,TR,TUR,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kata,Men,Athlete,,Ryo KIYUNA,https://olympics.com/en/athletes/ryo-kiyuna,Japan,JP,JPN,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Men's Kumite +75kg,Men,Athlete,,Ryutaro ARAGA,https://olympics.com/en/athletes/ryutaro-araga,Japan,JP,JPN,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite +75kg,Men,Athlete,,Sajad GANJZADEH,https://olympics.com/en/athletes/sajad-ganjzadeh,Islamic Republic of Iran,IR,IRI,GOLD,1,0,0,0
2020,tokyo-2020,Karate,Men's Kumite +75kg,Men,Athlete,,Tareg HAMEDI,https://olympics.com/en/athletes/tareg-hamedi,Saudi Arabia,SA,KSA,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Men's Kumite +75kg,Men,Athlete,,Ugur AKTAS,https://olympics.com/en/athletes/ugur-aktas,Turkey,TR,TUR,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite -67kg,Men,Athlete,,Eray SAMDAN,https://olympics.com/en/athletes/eray-samdan,Turkey,TR,TUR,SILVER,0,1,0,0
2020,tokyo-2020,Karate,Men's Kumite -67kg,Men,Athlete,,Darkhan ASSADILOV,https://olympics.com/en/athletes/darkhan-assadilov,Kazakhstan,KZ,KAZ,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite -67kg,Men,Athlete,,Abdel Rahman ALMASATFA,https://olympics.com/en/athletes/abdel-rahman-almasatfa,Jordan,JO,JOR,BRONZE,0,0,1,0
2020,tokyo-2020,Karate,Men's Kumite -67kg,Men,Athlete,,Steven DA COSTA,https://olympics.com/en/athletes/steven-da-costa,France,FR,FRA,GOLD,1,0,0,0
2020,tokyo-2020,3x3 Basketball,Men,Men,GameTeam,Latvia,Latvia,,Latvia,LV,LAT,GOLD,1,0,0,1
2020,tokyo-2020,3x3 Basketball,Men,Men,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,3x3 Basketball,Men,Men,GameTeam,Serbia,Serbia,,Serbia,RS,SRB,BRONZE,0,0,1,1
2020,tokyo-2020,3x3 Basketball,Women,Women,GameTeam,United States,United States,,United States of America,US,USA,GOLD,1,0,0,1
2020,tokyo-2020,3x3 Basketball,Women,Women,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,3x3 Basketball,Women,Women,GameTeam,China,China,,People's Republic of China,CN,CHN,BRONZE,0,0,1,1
2020,tokyo-2020,Rhythmic Gymnastics,Individual All-Around,Women,Athlete,,Dina AVERINA,https://olympics.com/en/athletes/dina-averina,ROC,ROC,ROC,SILVER,0,1,0,0
2020,tokyo-2020,Rhythmic Gymnastics,Individual All-Around,Women,Athlete,,Alina HARNASKO,https://olympics.com/en/athletes/alina-harnasko,Belarus,BY,BLR,BRONZE,0,0,1,0
2020,tokyo-2020,Rhythmic Gymnastics,Individual All-Around,Women,Athlete,,Linoy ASHRAM,https://olympics.com/en/athletes/linoy-ashram,Israel,IL,ISR,GOLD,1,0,0,0
2020,tokyo-2020,Rhythmic Gymnastics,Group All-Around,Women,GameTeam,Bulgaria,Bulgaria,,Bulgaria,BG,BUL,GOLD,1,0,0,1
2020,tokyo-2020,Rhythmic Gymnastics,Group All-Around,Women,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Rhythmic Gymnastics,Group All-Around,Women,GameTeam,Italy,Italy,,Italy,IT,ITA,BRONZE,0,0,1,1
2020,tokyo-2020,Hockey,Men,Men,GameTeam,Belgium,Belgium,,Belgium,BE,BEL,GOLD,1,0,0,1
2020,tokyo-2020,Hockey,Men,Men,GameTeam,Australia,Australia,,Australia,AU,AUS,SILVER,0,1,0,1
2020,tokyo-2020,Hockey,Men,Men,GameTeam,India,India,,India,IN,IND,BRONZE,0,0,1,1
2020,tokyo-2020,Hockey,Women,Women,GameTeam,Netherlands,Netherlands,,Netherlands,NL,NED,GOLD,1,0,0,1
2020,tokyo-2020,Hockey,Women,Women,GameTeam,Argentina,Argentina,,Argentina,AR,ARG,SILVER,0,1,0,1
2020,tokyo-2020,Hockey,Women,Women,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,BRONZE,0,0,1,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,April/Alix,April ROSS,https://olympics.com/en/athletes/april-ross,United States of America,US,USA,GOLD,1,0,0,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,April/Alix,Alexandra KLINEMAN,https://olympics.com/en/athletes/alexandra-klineman,United States of America,US,USA,GOLD,1,0,0,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,Artacho Del Solar/Clancy,Mariafe ARTACHO DEL SOLAR,https://olympics.com/en/athletes/mariafe-artacho-del-solar,Australia,AU,AUS,SILVER,0,1,0,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,Artacho Del Solar/Clancy,Taliqua CLANCY,https://olympics.com/en/athletes/taliqua-clancy,Australia,AU,AUS,SILVER,0,1,0,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,"Verge-Depre, A./Heidrich",Anouk VERGE-DEPRE,https://olympics.com/en/athletes/anouk-verge-depre,Switzerland,CH,SUI,BRONZE,0,0,1,1
2020,tokyo-2020,Beach Volleyball,Women,Women,GameTeam,"Verge-Depre, A./Heidrich",Joana HEIDRICH,https://olympics.com/en/athletes/joana-heidrich,Switzerland,CH,SUI,BRONZE,0,0,1,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Mol A./Sorum C.,Anders Berntsen MOL,https://olympics.com/en/athletes/anders-berntsen-mol,Norway,NO,NOR,GOLD,1,0,0,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Mol A./Sorum C.,Christian Sandlie SORUM,https://olympics.com/en/athletes/christian-sandlie-sorum,Norway,NO,NOR,GOLD,1,0,0,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Krasilnikov/Stoyanovskiy,Viacheslav KRASILNIKOV,https://olympics.com/en/athletes/viacheslav-krasilnikov,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Krasilnikov/Stoyanovskiy,Oleg STOYANOVSKIY,https://olympics.com/en/athletes/oleg-stoyanovskiy,ROC,ROC,ROC,SILVER,0,1,0,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Cherif/Ahmed,Cherif YOUNOUSSE,https://olympics.com/en/athletes/cherif-younousse,Qatar,QA,QAT,BRONZE,0,0,1,1
2020,tokyo-2020,Beach Volleyball,Men,Men,GameTeam,Cherif/Ahmed,Ahmed TIJAN,https://olympics.com/en/athletes/ahmed-tijan,Qatar,QA,QAT,BRONZE,0,0,1,1
2018,pyeongchang-2018,Skeleton,Women,Women,Athlete,,Lizzy YARNOLD,https://olympics.com/en/athletes/lizzy-yarnold,Great Britain,GB,GBR,GOLD,1,0,0,0
2018,pyeongchang-2018,Skeleton,Women,Women,Athlete,,Jacqueline LOELLING,https://olympics.com/en/athletes/jacqueline-loelling,Germany,DE,GER,SILVER,0,1,0,0
2018,pyeongchang-2018,Skeleton,Women,Women,Athlete,,Laura DEAS,https://olympics.com/en/athletes/laura-deas,Great Britain,GB,GBR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Skeleton,Men,Men,Athlete,,Sungbin YUN,https://olympics.com/en/athletes/sungbin-yun,Republic of Korea,KR,KOR,GOLD,1,0,0,0
2018,pyeongchang-2018,Skeleton,Men,Men,Athlete,,Nikita TREGUBOV,https://olympics.com/en/athletes/nikita-tregubov,Olympic Athletes from Russia,,OAR,SILVER,0,1,0,0
2018,pyeongchang-2018,Skeleton,Men,Men,Athlete,,Dom PARSONS,https://olympics.com/en/athletes/dom-parsons,Great Britain,GB,GBR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s 5000m,Men,Athlete,,Sven KRAMER,https://olympics.com/en/athletes/sven-kramer,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s 5000m,Men,Athlete,,Ted-Jan BLOEMEN,https://olympics.com/en/athletes/ted-jan-bloemen,Canada,CA,CAN,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Men’s 5000m,Men,Athlete,,Sverre Lunde PEDERSEN,https://olympics.com/en/athletes/sverre-lunde-pedersen,Norway,NO,NOR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Ladies’ Mass Start,Women,Athlete,,Nana TAKAGI,https://olympics.com/en/athletes/nana-takagi,Japan,JP,JPN,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ Mass Start,Women,Athlete,,Bo Reum KIM,https://olympics.com/en/athletes/bo-reum-kim,Republic of Korea,KR,KOR,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ Mass Start,Women,Athlete,,Irene SCHOUTEN,https://olympics.com/en/athletes/irene-schouten,Netherlands,NL,NED,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s 500m,Men,Athlete,,Havard LORENTZEN,https://olympics.com/en/athletes/havard-lorentzen-1,Norway,NO,NOR,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s 500m,Men,Athlete,,Min Kyu CHA,https://olympics.com/en/athletes/min-kyu-cha,Republic of Korea,KR,KOR,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Men’s 500m,Men,Athlete,,Tingyu GAO,https://olympics.com/en/athletes/tingyu-gao,People's Republic of China,CN,CHN,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Ladies’ 500m,Women,Athlete,,Nao KODAIRA,https://olympics.com/en/athletes/nao-kodaira,Japan,JP,JPN,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 500m,Women,Athlete,,Sang-Hwa LEE,https://olympics.com/en/athletes/sang-hwa-lee-2,Republic of Korea,KR,KOR,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 500m,Women,Athlete,,Karolina ERBANOVA,https://olympics.com/en/athletes/karolina-erbanova-x6066,Czech Republic,CZ,CZE,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s Team Pursuit,Men,GameTeam,Norway team,Norway team,,Norway,NO,NOR,GOLD,1,0,0,1
2018,pyeongchang-2018,Speed skating,Men’s Team Pursuit,Men,GameTeam,Republic of Korea team,Republic of Korea team,,Republic of Korea,KR,KOR,SILVER,0,1,0,1
2018,pyeongchang-2018,Speed skating,Men’s Team Pursuit,Men,GameTeam,Netherlands team,Netherlands team,,Netherlands,NL,NED,BRONZE,0,0,1,1
2018,pyeongchang-2018,Speed skating,Men’s 10000m,Men,Athlete,,Ted-Jan BLOEMEN,https://olympics.com/en/athletes/ted-jan-bloemen,Canada,CA,CAN,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s 10000m,Men,Athlete,,Jorrit BERGSMA,https://olympics.com/en/athletes/jorrit-bergsma,Netherlands,NL,NED,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Men’s 10000m,Men,Athlete,,Nicola TUMOLERO,https://olympics.com/en/athletes/nicola-tumolero,Italy,IT,ITA,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s 1500m,Men,Athlete,,Kjeld NUIS,https://olympics.com/en/athletes/kjeld-nuis,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s 1500m,Men,Athlete,,Patrick ROEST,https://olympics.com/en/athletes/roest,Netherlands,NL,NED,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Men’s 1500m,Men,Athlete,,Min Seok KIM,https://olympics.com/en/athletes/kim-16,Republic of Korea,KR,KOR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Ladies’ 3000m,Women,Athlete,,Carlijn ACHTEREEKTE,https://olympics.com/en/athletes/carlijn-achtereekte,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 3000m,Women,Athlete,,Ireen WÜST,https://olympics.com/en/athletes/ireen-wust,Netherlands,NL,NED,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 3000m,Women,Athlete,,Antoinette DE JONG,https://olympics.com/en/athletes/antoinette-de-jong,Netherlands,NL,NED,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s 1000m,Men,Athlete,,Kjeld NUIS,https://olympics.com/en/athletes/kjeld-nuis,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s 1000m,Men,Athlete,,Havard LORENTZEN,https://olympics.com/en/athletes/havard-lorentzen-1,Norway,NO,NOR,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Men’s 1000m,Men,Athlete,,Tae-Yun KIM,https://olympics.com/en/athletes/tae-yun-kim,Republic of Korea,KR,KOR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Ladies’ Team Pursuit,Women,GameTeam,Japan team,Japan team,,Japan,JP,JPN,GOLD,1,0,0,1
2018,pyeongchang-2018,Speed skating,Ladies’ Team Pursuit,Women,GameTeam,Netherlands team,Netherlands team,,Netherlands,NL,NED,SILVER,0,1,0,1
2018,pyeongchang-2018,Speed skating,Ladies’ Team Pursuit,Women,GameTeam,United States team,United States team,,United States of America,US,USA,BRONZE,0,0,1,1
2018,pyeongchang-2018,Speed skating,Ladies’ 5000m,Women,Athlete,,Esmee VISSER,https://olympics.com/en/athletes/esmee-visser,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 5000m,Women,Athlete,,Martina SABLIKOVA,https://olympics.com/en/athletes/martina-sablikova,Czech Republic,CZ,CZE,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 5000m,Women,Athlete,,Natalia VORONINA,https://olympics.com/en/athletes/natalia-voronina,Olympic Athletes from Russia,,OAR,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Ladies’ 1500m,Women,Athlete,,Ireen WÜST,https://olympics.com/en/athletes/ireen-wust,Netherlands,NL,NED,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 1500m,Women,Athlete,,Miho TAKAGI,https://olympics.com/en/athletes/miho-takagi,Japan,JP,JPN,SILVER,0,1,0,0
2018,pyeongchang-2018,Speed skating,Ladies’ 1500m,Women,Athlete,,Marrit LEENSTRA,https://olympics.com/en/athletes/marrit-leenstra-1,Netherlands,NL,NED,BRONZE,0,0,1,0
2018,pyeongchang-2018,Speed skating,Men’s Mass Start,Men,Athlete,,Seung Hoon LEE,https://olympics.com/en/athletes/seung-hoon-lee,Republic of Korea,KR,KOR,GOLD,1,0,0,0
2018,pyeongchang-2018,Speed skating,Men’s Mass Start,Men,Athlete,,Bart SWINGS,https://olympics.com/en/athletes/bart-swings-x2516,Belgium,BE,BEL,SILVER,0,1,0,0
